Address,Zip Code,Cuisine,Longitude,insertedAtTimestamp,Number of Reviews,Latitude,Open,Business_ID,Rating,Name
127 Avenue C,10009,pizza,-73.97858,06/10/2019 14:58:51,43,40.72488,N/A,1A2-oW9IRHSzVzo-iouI3g,4.5,Loverboy
75 Victory Blvd,10301,mexican,-74.07867,06/10/2019 16:20:23,110,40.63842,N/A,Pikhqmsy370W2BXHnNfP0g,4.5,Taqueria El Gallo Azteca
210 E 9th St,10003,japanese,-73.988868,06/10/2019 16:18:15,365,40.729682,N/A,1rjxNwYpg0orCcZi0ku9Nw,3.5,Hasaki
65 8th Ave,10014,pizza,-74.00321,06/10/2019 16:20:43,129,40.73927,N/A,S9S-uR_AvwZnUM3lfBTIwQ,4,Village Pizza
11 Times Square,10036,healthy,-73.989889,06/10/2019 16:03:16,94,40.756538,N/A,s6NjuiNtX0HU3viSNAm6ug,4,Bluestone Lane
311 W 48th St,10036,pizza,-73.98754,06/10/2019 16:18:23,1021,40.7615,N/A,A2DV-AQIXRYUMu5Ak5mjxg,4.5,Patzeria Family & Friends
1649 Park Ave,10035,italian,-73.942575354665,06/10/2019 15:39:16,108,40.799791923483,N/A,0xS2Jj-RZuFQKgxEWuVxzA,4,Armonie
49 Canal St,10002,healthy,-73.991539,06/10/2019 16:20:59,247,40.714973,N/A,8UwRTdW4OtSEI2rJ_p1zGg,3.5,Dimes
570 Lexington Ave,10022,indian,-73.97228,06/10/2019 16:05:31,16,40.75686,N/A,trkn76h8vQeB8kCUgHJyuw,3,Inday Go Go
151 Elizabeth St,10012,brunch,-73.9952510689421,06/10/2019 16:02:27,1067,40.7204574688656,N/A,GlTdgd8780RNXLvz8bTmFg,4,Egg Shop
1611 Saint Nicholas Ave,10040,pizza,-73.9296631269694,06/10/2019 14:46:44,14,40.8550938439257,N/A,Lbo0zh_25-Qi6h4Dlaf2qg,4,West 190 Pizza
249 9th Ave,10001,japanese,-74.00047,06/10/2019 16:08:54,587,40.748209,N/A,xrnk8mgoV7up6fauVmugpw,4,Jun-Men Ramen Bar
3 Doyers St,10013,chinese,-73.99799,06/10/2019 16:02:54,425,40.71424,N/A,kNOr6_g6QfBHdhf89j3g5w,4,Taiwan Pork Chop House
435 W 31st St,10001,healthy,-73.9987181054878,06/10/2019 15:43:17,78,40.7520108234429,N/A,t6TzNUUY2ez6s-GYOLs4VA,4,Bluestone Lane
180 Mulberry St,10012,dessert,-73.99646,06/10/2019 16:02:02,100,40.72077,N/A,HUlbrPvAr6sXuBfp5z1MWA,5,Urban Backyard
974 Blvd E,07086,mexican,-74.0136,06/10/2019 16:10:55,597,40.77707,N/A,jB5fXguSmlX65asSB3KIfQ,3,Charrito's Restaurant
181 Wyckoff Ave,11237,thai,-73.91701,06/10/2019 16:02:34,193,40.70318,N/A,n20BmzZ-KGd0RCKcPGRv1A,4.5,Klom Klorm
1380 Saint Nicholas Ave,10033,dessert,-73.93446,06/10/2019 14:48:04,52,40.84801,N/A,zORhkHz42zsssFB6bTW2Fg,4,Bakery El Panadero
461 5th Ave,10017,japanese,-73.98151,06/10/2019 16:20:41,168,40.7523399,N/A,15R8rx9SHKNVYBwgAuTyGA,4.5,Sushi Ginza Onodera
125 Chambers St,10007,healthy,-74.0088438,06/10/2019 15:43:15,28,40.715519,N/A,rXONKg1X1CViqdi1hS9XzQ,2.5,sweetgreen
75 Washington Pl,10011,american,-73.9996931018524,06/10/2019 16:01:33,985,40.7320640251595,N/A,4Objcs7HXSGuzpb0SOa-Jw,4.5,Blue Hill
534 Adams St,07030,pizza,-74.03579,06/10/2019 16:03:08,287,40.7445499,N/A,0rBGHaXh9On9qankZZU0QQ,3.5,Dozzino
2926 30th Ave,11102,chinese,-73.92279,06/10/2019 16:06:11,67,40.76725,N/A,_MdNLeBAcwv5Nb2yArZFvg,3.5,Happy Garden
4405 Hunter St,11101,chinese,-73.9433018,06/10/2019 16:10:50,10,40.7474918,N/A,H87c1gVVCKneyI0LxaDFxQ,5,Corgi Jianbing
35-13 Ditmars Blvd,11105,thai,-73.908981,06/10/2019 16:12:03,160,40.775196,N/A,rL2wuxtLAQWPDZ0IbOHjxA,3.5,Boon Chu 2 Thai Place
42-51 27th St,11101,brunch,-73.94073,06/10/2019 14:59:43,170,40.74881,N/A,UF9F0A4e7AJHzNPG5zrHUQ,4.5,The Beast Next Door
239 West Broadway,10013,american,-74.0057982895201,06/10/2019 15:38:02,380,40.7195533039813,N/A,0Q3xCYWK2N-wJfXjLa9dFg,4,Bâtard
520 Bergen Blvd,07650,korean,-73.98447,06/10/2019 15:39:05,366,40.8480599,N/A,azGPyK3p6HDmvQGX0AyDtg,4.5,ShabuRo
113 Greenwich Ave,10014,mexican,-74.002123778491,06/10/2019 16:10:55,750,40.7380740387279,N/A,5Ota_iMwlPLPrap-KfQrgw,3.5,Benny's Burritos
41 East 78th St,10075,dessert,-73.962231,06/10/2019 15:15:07,1050,40.775501,N/A,JDBgpyY-7KdRcBlNifVJSw,4,Lady M Cake Boutique
397 S Broadway,10705,seafood,-73.8965682983398,06/10/2019 15:02:24,13,40.919792175293,N/A,aGhHbqeQPiTwii6KQlnxYw,4.5,Sky Fish Market
310 E 6th St,10003,indian,-73.9879390597343,06/10/2019 16:21:49,246,40.7270453396453,N/A,aczqK-esIyqhyk7QLqcc1A,3.5,TAJ
134 Reade St,10013,seafood,-74.0095599,06/10/2019 16:19:40,904,40.71647,N/A,DRitJoNGTkHXZvH_YpLIAw,4.5,Marc Forgione
88 Broad St,10004,american,-74.01186,06/10/2019 15:13:27,226,40.70411,N/A,fanlKZzN-fI9LywqQD6EHg,4,Broadstone Bar & Kitchen
31 E 21st St,10010,thai,-73.98854,06/10/2019 15:41:10,70,40.73954,N/A,_c0MxccsmIBZcGLJpb4nSA,4.5,NaNa Thai Street
152 W 49th St,10019,japanese,-73.9833,06/10/2019 16:11:13,169,40.76004,N/A,3eBV6HwWcdHzJW3sUH-2hw,4,Ichiran - Times Square
200 5th Ave,10010,dessert,-73.989716662832,06/10/2019 16:19:52,5379,40.74195877796,N/A,a0IET3_yCFcO36OqGSsisg,4,Eataly NYC Flatiron
464 Broad Ave,07650,korean,-73.9946667104959,06/10/2019 15:41:07,37,40.8519145099471,N/A,TGe5KcS2NuAL0z13Lnm_dw,5,Bossam House
662 9th Ave,10036,thai,-73.99047,06/10/2019 16:05:04,447,40.76098,N/A,6ZZUTGtH25tLN1SiM029ig,3.5,Yum Yum Too
942 Columbus Ave,10025,indian,-73.9629824840441,06/10/2019 16:14:48,49,40.799566279368,N/A,vnf1WSV7dTmOeOkIJ46hiw,3,Curry King
374 Metropolitan Ave,11211,pizza,-73.95563,06/10/2019 16:02:20,58,40.7139499,N/A,aPn2_EtjfHduXEmEBNxuFA,4.5,Rosa's Pizza
534 9th Ave,10018,indian,-73.99347,06/10/2019 16:17:10,108,40.75674,N/A,JvV8sTgUX6abRQPzb3hLgg,3.5,New Curry Hut
32 W 32nd St,10001,korean,-73.9872499,06/10/2019 15:44:34,400,40.747846,N/A,iPc-zPgcpgeSo76xl5Jbpw,4,The Maze
3486 E Tremont Ave,10465,chinese,-73.82717,06/10/2019 16:13:03,8,40.83134,N/A,HICimyBWKDwrXLnBuDZOZw,4.5,Wah Yoan Chinese Kitchen
106 Mott St,10013,dessert,-73.99714,06/10/2019 15:41:29,753,40.71763,N/A,UZViRVpxNZvOM5KarmbT1g,4.5,Sweet Moment
324 E 6th St,10003,korean,-73.98738,06/10/2019 14:44:51,411,40.72682,N/A,igcUHNvsKc-s-RtvUmkg2w,4,K'OOK
4059 High Line,10011,chinese,-74.004706248683,06/10/2019 16:08:24,9,40.7480714928872,N/A,L9N9O2u_M9Daby9_myK4Yg,3.5,Mao’s Bao
40 W 38th St,10018,healthy,-73.9846572875977,06/10/2019 16:03:16,105,40.7515296936035,N/A,1HPdyg0OLRkjHeixVmbu0Q,4,Cocina Del Sur
839 Prospect Ave,10459,healthy,-73.9019092366285,06/10/2019 15:39:02,8,40.819878335308,N/A,4gbxHH_yUr8cd6StJw0EwA,4,Giovani's Big Pizza
30 Mall Dr W,07310,indian,-74.038636,06/10/2019 16:19:31,189,40.727075,N/A,pySuU21NBcNpM0mr3_bggg,3,Taste of India
1233 1st Ave,10021,pizza,-73.958705663681,06/10/2019 16:04:23,290,40.764380718592,N/A,ojL777xhCtDrOrH1ThIBgg,3.5,Pizza Park
14 E 33rd St,10016,american,-73.9843,06/10/2019 16:18:09,97,40.747247,N/A,lNP1km2kaEtlsBw2VNHHhQ,4.5,Tap Haus 33
400 Main St,07024,japanese,-73.9748199,06/10/2019 16:06:41,187,40.85333,N/A,5jPRymIzVI3qdbUKO4mHiQ,4,Hiura Restaurant
79 MacDougal St,10012,seafood,-74.00165,06/10/2019 15:09:24,1062,40.7287899,N/A,qByYLfBKtNUIAui0eu-fNQ,4,Mermaid Oyster Bar
205 W 29th St,10001,indian,-73.993194,06/10/2019 16:17:11,102,40.748161,N/A,nBoOm-TAhRvbcDkHfKOwGg,3,Swagat Indian Restaurant
238 36th St,11232,thai,-74.0080235,06/10/2019 16:19:09,6,40.6563098,N/A,rvI-gvqsWy_HmunwUsjmGg,4.5,Bangkok BAR
2107 Starling Ave,10462,indian,-73.85483,06/10/2019 16:02:42,27,40.83623,N/A,K_s7EXV9Ly5jlxyNZ39QDg,3,Al Aqsa Restaurant
240 E 75th St,10021,brunch,-73.95759,06/10/2019 15:38:10,410,40.7709199,N/A,bOHWY14f1u8rR1t2ggmbYw,4,B Cafe East
1058 Bedford Ave,11205,healthy,-73.955299,06/10/2019 15:42:07,153,40.688793,N/A,eYo9t3yJjSbjaWrwpApkXA,4,Stonefruit Espresso + Kitchen
704 Burke Ave,10467,pizza,-73.86689,06/10/2019 15:01:18,66,40.8713,N/A,seIfCn-L6t2SQd1Xb_fcLA,4.5,Three Boys From Italy
67 Irving Ave,11237,healthy,-73.9238699,06/10/2019 16:20:59,214,40.70455,N/A,o__rNMK8xCSPKPVe6yIlxQ,4,GreenStreets Salads
104 2nd Ave,10003,chinese,-73.98816,06/10/2019 15:40:14,427,40.72741,N/A,9v-JAffC6qw8Xp67BICByQ,3.5,Hot Kitchen Skewer Hotpot & BBQ
151 Front St,11201,brunch,-73.9869119,06/10/2019 14:58:57,134,40.7025945,N/A,GLf8_rOnkszkGmPAiMzO9Q,4.5,Bread & Spread
128 E 4th St,10003,thai,-73.9875869750977,06/10/2019 15:40:31,243,40.7252464294434,N/A,gLkrR9ZDPKfUGv-fYsEr3g,4,Lui's Thai Food
182 Havemeyer St,11211,indian,-73.957783053073,06/10/2019 16:01:57,162,40.710663537386,N/A,7UJRw4Klt5yfE7q9vznEHA,4,Kabob Shack
78 Orchard St,10002,healthy,-73.990165,06/10/2019 16:11:34,182,40.717731,N/A,YnDs59_dEQ61TdCD4fdyEw,4.5,Orchard Grocer
1491 2nd Ave,10075,brunch,-73.95588,06/10/2019 14:59:43,635,40.77259,N/A,7bD22UAtH56ikWYslOSIQg,4,Calexico
30 E 51st St,10022,dessert,-73.9746727,06/10/2019 15:07:14,94,40.7581433,N/A,uwPfP8Eac1skrm0FG6K-UA,4,Pomme Palais
2402 82nd St,11370,indian,-73.8871923,06/10/2019 15:39:11,30,40.7646759,N/A,jlH66jTIZUwX5MT1D-lhvg,4,Tikka Grill
4006 74th St,11373,korean,-73.891639,06/10/2019 15:39:31,184,40.746494,N/A,uJJGpuvwCComknuHj8AKbQ,3.5,Chung Ki Wa Restaurant
284 Mulberry St,10012,dessert,-73.994899,06/10/2019 16:02:03,332,40.724419,N/A,6lUAvciN0rwYUvhssqw57g,4,La Churreria
733 3rd Ave,10017,indian,-73.9724746443931,06/10/2019 16:21:49,15,40.7529112769808,N/A,FHLamoKPxQVzuoevQZSpFw,4.5,Tibetan Nomad Momo
227 7th St,07302,korean,-74.043793,06/10/2019 15:44:38,279,40.725925,N/A,KS0aRZlR9j4IwlsFo1_VkQ,3.5,Ahri's Kitchen
128 Greenpoint Ave,11222,mexican,-73.95548,06/10/2019 15:05:25,240,40.7299099,N/A,vyKBwzRdNX4yiJDIFv37iw,4,Oxomoco
159 Franklin St,11222,healthy,-73.9582159,06/10/2019 16:01:41,37,40.731858,N/A,rxytmnPRyMi7XPknmnJAoA,3.5,3 ROOTS
N/A,11201,vietnamese,-73.9866598,06/10/2019 16:21:36,1,40.703099,N/A,5wm-lMz4NP4atf6zAjGf1g,4,Big D's Grub Truck
15 W 21st St,10010,pizza,-73.9914887388588,06/10/2019 16:20:47,472,40.7407551035259,N/A,32VbG_XgkZIuye0PV-BxaA,4,Zero Otto Nove
89 South St,10038,brunch,-74.0010633899353,06/10/2019 16:02:26,118,40.7053694327276,N/A,LOeDR4X-YRToeo3hy_plew,3.5,The Fulton
234 Stillwater Ave,06902,italian,-73.55578,06/10/2019 15:11:51,62,41.05279,N/A,7nw-GBLqZ9f_FTsa3AYhDA,4,Westover Pizzeria
3541 Riverdale Ave,10463,brunch,-73.9074443768295,06/10/2019 14:47:00,168,40.8863067063563,N/A,DLnn2qw-KJAmazB-hMmSEw,4.5,The Hill Bistro
62 Charles St,10014,seafood,-74.0029708296061,06/10/2019 16:19:33,448,40.7348725944757,N/A,RQi2YmAkk8g9WdNStAhfbQ,3.5,Sevilla Restaurant
154 Church St,10007,pizza,-74.0080027,06/10/2019 15:43:11,185,40.7151444,N/A,aThptXSMEo3g2a1KAuu4jg,3,Dona Bella Pizza
30 Mall Dr W,07310,healthy,-74.037861,06/10/2019 16:16:17,12,40.727321,N/A,_3BcKf4Y5LMl0haXS2oKDA,3,The Little Beet
105 E 9th St,10003,korean,-73.9900512695312,06/10/2019 16:01:47,5,40.7305374145508,N/A,GazJ5_JArwtAacygzxqDIQ,3,Nadoori
110 Broad Ave,07650,korean,-74.0,06/10/2019 16:14:22,66,40.84431,N/A,6BZl-fakfZsFbAwJM7DeDA,4,Sambong Naeng Myun
240 Central Park S,10019,italian,-73.9810554368179,06/10/2019 16:08:13,1971,40.7674213694566,N/A,H_KyiRhwho8rdlw_R93_0Q,4,Marea
762 Allerton Ave,10467,chinese,-73.86501,06/10/2019 15:38:52,3,40.86533,N/A,y1IHn90Gt3gRB0AxotPjqw,4,Boesun Kitchen
2450 Broadway,10024,italian,-73.973763,06/10/2019 15:12:55,1291,40.791077,N/A,mTWlEiCUEBlxBAkIikkB1A,4,Carmine's Italian Restaurant - Upper West Side
208 Columbus Ave,10023,mexican,-73.98021,06/10/2019 16:04:01,470,40.77578,N/A,B6bEkY9sJ_GU2pD2Rwb4gg,3.5,El Mitote
738 Franklin Ave,11238,indian,-73.957329,06/10/2019 16:17:10,146,40.673183,N/A,o21M4dKM4KQbzGVrlq_3Iw,3.5,Pearl Indian Food
490 Bergen St,11217,healthy,-73.97425,06/10/2019 16:16:17,245,40.68056,N/A,IdhVvm_zNXhdd8dqcYHsHg,4.5,Chick P
258 W 44th St,10036,chinese,-73.9883149042726,06/10/2019 16:17:50,160,40.7581711239604,N/A,croh2zWlbPyCQTNS11klcg,4,China River 川聚院
1553 2nd Ave,10075,thai,-73.954563,06/10/2019 15:44:39,308,40.774553,N/A,Kyx9QFPJUzlC7dmM8SE1bw,3.5,Jaiya
5704 Mosholu Ave,10471,italian,-73.9004326,06/10/2019 15:00:56,124,40.9053542,N/A,UU-VNxsgJ3BWgpVQbUChig,4,Beccofino
188 Newark Ave,07302,vietnamese,-74.04574,06/10/2019 15:14:36,336,40.72164,N/A,WpfuHkTsiRN2EerQ8ZaG4g,4,Saigon Cafe
148 Centre St,10013,vietnamese,-74.000672,06/10/2019 16:14:34,281,40.717339,N/A,kO9i3CgTgKys8WDlCOUyGQ,3,Nha Trang Centre
1440 Broadway,10018,mexican,-73.986511,06/10/2019 16:06:13,478,40.754412,N/A,xGoSAOhQBNdJMJmPn7CMDQ,4,Mexicue
88 Reade St,10013,healthy,-74.007695,06/10/2019 15:40:56,689,40.715688,N/A,d8zSYpArh4oXpxeJWNA4Pg,4.5,Nish Nush
768 Amsterdam Ave,10025,mexican,-73.9698,06/10/2019 16:20:16,136,40.79515,N/A,tCuPhpmf1PaYe5dmwdq8Ew,4,Guacamole Mexican Restaurant
796 Amsterdam Ave,10025,chinese,-73.9692167,06/10/2019 16:02:55,150,40.7958833,N/A,xOL2SC34gdhKHSbyaDz9BA,3,Pearls
174 2nd Ave,10003,chinese,-73.9860613,06/10/2019 16:15:23,4577,40.7303859,N/A,jjJc_CrkB2HodEinB6cWww,4.5,LoveMama
124 Macdougal St,10012,dessert,-74.0002886205912,06/10/2019 15:41:29,68,40.7299296059476,N/A,ZXGWcp5XvjVpQDJNQ2jDIA,4.5,Catmint Wheel Cake
820 Hart St,11206,healthy,-73.9226628918423,06/10/2019 15:42:08,70,40.7017552430266,N/A,fNU4Mf7c--x71glNT9PHug,4,Hartbreakers
133 Wythe Ave,11211,brunch,-73.959993,06/10/2019 16:18:51,1132,40.719747,N/A,jAaVnUKLITkuhzwXIe0vLQ,4.5,Cafe Mogador
41-15 31st Ave,11103,american,-73.91557,06/10/2019 16:02:15,763,40.76087,N/A,ayOj0JXAsuGqVG8reuqpxQ,4,DiWine
69 7th Ave S,10014,pizza,-74.0036552270137,06/10/2019 15:08:14,2228,40.7320627016512,N/A,oJ_XSPZFpvIt6rvheSQl7A,4,Bleecker Street Pizza
506 Broad Ave,07657,korean,-74.00942,06/10/2019 16:04:53,2,40.83364,N/A,DjESoX8pr203rbvJru4VCQ,5,jipbop
83-18 Broadway,11373,thai,-73.879645,06/10/2019 16:16:42,288,40.740638,N/A,oNN202L_XcNM-tuDHlgkfg,4,Boon Chu Thai Place
157 Duane St,10013,thai,-74.008587,06/10/2019 16:05:04,704,40.716906,N/A,BKMCAYb9EAivUm3p-vrC9w,4,Khe-Yo
175 W 90th St,10024,mexican,-73.97274,06/10/2019 16:03:53,243,40.79024,N/A,R6cdgEFQwu0vDllP5tEWUQ,3.5,Blockheads
2 W 111th St,10026,chinese,-73.9492035,06/10/2019 15:40:46,2,40.7974815,N/A,SX6WD9yIj3jG6HlyzdYzRQ,4,Feng Shun Chang Kitchen
2317 1st Ave,10035,dessert,-73.934509,06/10/2019 16:05:47,129,40.797786,N/A,uxjcn3_cQbk9DbEA3kiY0g,4.5,Evelyn's Kitchen
372 Graham Ave,11211,mexican,-73.944273,06/10/2019 15:40:16,739,40.715528,N/A,mmAlHhnTDXIohPC3wfl0hQ,4,Mesa Coyoacan
912 7th Ave,10019,dessert,-73.97986,06/10/2019 16:12:47,117,40.76607,N/A,x52B25Yb8yTCqP4RTYqDAQ,4,The Doughnut Project
225 E 60th St,10022,dessert,-73.9649001,06/10/2019 15:09:37,4078,40.761851,N/A,_tHF8-3rbyMesgdkQzB2yQ,3,Serendipity 3
15 W 28th St,10001,pizza,-73.9880992,06/10/2019 16:02:21,394,40.745294,N/A,t0Bel7xLMUt5g8qIpBylZg,4.5,&pizza
260 Bleecker St,10014,italian,-74.00306,06/10/2019 16:17:33,491,40.73113,N/A,ADHX7nBixDPVlq3OXhny0g,4.5,Faicco's Italian Specialties
3183 Broadway,10027,korean,-73.9587672,06/10/2019 16:14:14,1030,40.8154774,N/A,Pfjb9Rn5Th7R-pLXVARwlA,4,Jin Ramen - West Harlem
37-10 33rd St,11101,seafood,-73.9298699,06/10/2019 15:00:49,614,40.754,N/A,2LcsDUTlvovnFz-SEcSJTQ,4,Astoria Seafood
485 7th Ave,10018,seafood,-73.98939,06/10/2019 15:41:25,261,40.75238,N/A,k2sHdf6WeY22pK3hs6mtqA,4,Legasea Seafood Brasserie
217 East 26th St,10010,dessert,-73.98082,06/10/2019 16:22:12,462,40.74046,N/A,CEXwbWiW6owH5OUpXcv8JQ,4,Tipsy Scoop
450 Hudson St,10014,italian,-74.0065302,06/10/2019 16:15:13,37,40.7312509,N/A,Lu12ks-BgqfGY75Sb1004A,4.5,Il Mattone West Village
303 Amsterdam Ave,10023,pizza,-73.980301,06/10/2019 15:08:14,448,40.779999,N/A,JFw_Zj4CFTJbTPKJdPQ_Gw,4,Freddie & Pepper's
1084 Flushing Ave,11237,healthy,-73.928078,06/10/2019 15:38:07,566,40.705042,N/A,l4fwf8VwAokv3MWT45Ab7g,4.5,Bunna Cafe
123 E 110th St,10029,mexican,-73.9454336070241,06/10/2019 16:02:13,15,40.7953765043962,N/A,Ck4qyOc_m6uxz0uC3l-NTA,3.5,El Paso
30 Purchase St,10580,brunch,-73.684213757515,06/10/2019 15:12:28,76,40.9828361429193,N/A,TGq6hVDv7ll9ZKQJiXMjcA,3,Le Pain Quotidien
1000 8th Ave,10019,pizza,-73.98292,06/10/2019 16:11:28,52,40.766983,N/A,NaHrYSAalDJrvRWeA-NXvA,3.5,Champion Pizza
9300 5th Ave,11209,mexican,-74.03052,06/10/2019 16:20:16,109,40.61667,N/A,K4eXKHHG-ycydt7jeZTqSw,4,Taqueria El Puente
969 Amsterdam Ave,10025,chinese,-73.96466,06/10/2019 15:13:08,146,40.80133,N/A,Bwj7nzWphGV6FaZ_ygTSOg,3.5,Happy Hot Hunan
570 Lexington Ave,10022,pizza,-73.97228,06/10/2019 16:16:04,20,40.75686,N/A,wKku3dhD7ZUT1eGQxfY7uA,3.5,Roberta's Pizza
706 Amsterdam Ave,10025,healthy,-73.97132,06/10/2019 16:21:00,304,40.79305,N/A,1TLoaB7SXJZo3W5f4OGm8w,4,Ayurveda Cafe
219 Mulberry St,10012,american,-73.996326,06/10/2019 15:44:08,1123,40.7223288,N/A,hGo9KArKThuOKxNbwmNpoA,4,Ruby's Cafe
201 Avenue A,10009,pizza,-73.98125,06/10/2019 16:03:13,194,40.7294399,N/A,orvnuNWLuoE3-iEx4Aj8eA,4.5,Baker's Pizza
138 E 34th St,10016,thai,-73.9795058593154,06/10/2019 15:38:40,51,40.746043,N/A,RBjVu2fFv9NPkV8XD9R9yw,4.5,BKK Eatery
49 W 39th St,10018,indian,-73.98466,06/10/2019 15:14:47,1492,40.75269,N/A,BPyt7S9TdcR1u571iacg7g,4,The Kati Roll Company
141 8th Ave,10011,dessert,-74.001366,06/10/2019 16:22:04,62,40.741658,N/A,apwWbt1IpyGh2ifEtwCuBw,4.5,Ample Hills Creamery
185 7th Ave,10011,japanese,-73.9966481924057,06/10/2019 16:02:17,604,40.7426255196333,N/A,NRJq2BNcbjqAyxUB_bw7gw,4,Momoya
58 E 8th St,10003,chinese,-73.9934402704239,06/10/2019 16:03:45,117,40.7308968437954,N/A,KSleHGTG1yL1E7OEFFPoNQ,4,LaoMa Spicy
41-26 Crescent St,11101,american,-73.939941,06/10/2019 15:38:03,369,40.751697,N/A,jW22gmsZjh5hFJsC1qUDOA,4,THE BARONESS burgers + beers
22 Jones St,10014,seafood,-74.0025704,06/10/2019 16:17:20,52,40.7317819,N/A,rPKXTHDgtGI4XEo2HuVpow,5,Mr. Jones Supper Club
87 2nd Ave,10003,american,-73.9892,06/10/2019 16:03:02,424,40.72704,N/A,7Bb_IDWV_zJqpBjAvxuBIA,4,Cooper's Craft & Kitchen
425 Grand Ave,07650,korean,-74.000158,06/10/2019 16:16:40,1,40.853096,N/A,i17F-oe6I_VucAkB-ZYlNw,5,"Nulboneh, Young's Foods"
46 Wyckoff Ave,11237,indian,-73.9218269,06/10/2019 16:19:23,275,40.705618,N/A,zSCp9pjEQ_M3LBuPRDo-Bg,4,Desi Grill
131 Christopher St,10014,brunch,-74.0067,06/10/2019 16:03:19,210,40.7331,N/A,4LoroCI3VtQ17dyQa75-Rg,4,The Warren
370 W 51st St,10019,italian,-73.9880919456482,06/10/2019 15:12:55,794,40.7637997047278,N/A,MOwB9YYd-Ko6nVgSB-ltQw,4,Briciola
38-28 27th St,11101,pizza,-73.9358372,06/10/2019 16:16:04,85,40.7547438,N/A,AYBRN8pKB8_ZfcCks17OmQ,4,Beebe's
308 East 78th St,10075,dessert,-73.955062,06/10/2019 15:07:20,373,40.772197,N/A,aSDGr4NIfm1C6IspWSNaQw,4.5,Orwasher's
38-13 Union St,11354,korean,-73.82665,06/10/2019 16:14:22,198,40.76129,N/A,dsPxJP41Y2yRJfOcfgV8_A,3.5,San Soo Kap San
220 E 198th St,10458,mexican,-73.8902724534273,06/10/2019 16:03:57,35,40.8696737140417,N/A,cwCOymiUPoB10Q-gtd6sWg,4.5,Pique 86
805 3rd Ave,10022,healthy,-73.97054,06/10/2019 16:18:33,58,40.75537,N/A,u8mQ5BU8dKL5zuSv3_ZzJg,4.5,The Chick Shop
55-50 Myrtle Ave,11385,american,-73.9067463,06/10/2019 16:20:25,350,40.6998889,N/A,Py_oBQpNR8kMI3GbH-71Yg,4.5,Ltauha Restaurant
6047 Myrtle Ave,11385,vietnamese,-73.8967115414127,06/10/2019 16:16:55,53,40.7007287451446,N/A,iF1wqaFU-JgElX1lCGda6A,4.5,Ama Coffee
171 E Broadway,10002,chinese,-73.98966,06/10/2019 16:08:23,740,40.71386,N/A,lpLd3AFaMOV7LfPtvUiq8A,3,Mission Chinese
795 Abbott Blvd,07024,italian,-73.9826329797506,06/10/2019 15:39:16,182,40.8310841023922,N/A,TybGiZNOipp1R1-u2k3ogA,4,Pomodoro
93 1st Ave,10003,indian,-73.986648,06/10/2019 15:38:45,504,40.726322,N/A,EPHhPGDFvnq2ARTBxAikuw,3.5,Milon
147 Montague St,11201,vietnamese,-73.993368,06/10/2019 15:43:35,298,40.694767,N/A,NZ0zBJ60QNrol6nUeAnLgw,3.5,Hanco's
Pier 6 Brooklyn Bridge Park,11201,pizza,-74.0016932280972,06/10/2019 16:09:11,217,40.6928735340776,N/A,an8TuHRg0e3cgiAE705ZDA,4,Fornino
237 E 116th St,10029,italian,-73.9382923766971,06/10/2019 15:00:54,209,40.7973406168505,N/A,foRWizWrQ32g6Vv4g9UTnA,4,Nocciola Ristorante
57 Jane St,10014,mexican,-74.00524,06/10/2019 15:41:45,425,40.73822,N/A,mVaslo987DCd3YC_0FtWxA,3.5,Mole
612 Amsterdam Ave,10024,japanese,-73.9734598,06/10/2019 15:40:22,195,40.7900491,N/A,et9pAFtSvNOct9Qcmtcf7g,4,Mido Japanese
335 3rd Ave,10010,brunch,-73.98219,06/10/2019 16:18:49,53,40.7399,N/A,zV1_EFMN4VY7Rxpv7P-ajg,4,Sunflower Cafe
114 Christopher St,10014,italian,-74.00537,06/10/2019 16:19:54,30,40.73316,N/A,5EQOEAkH2Qh3Rv1TcnE7yA,4.5,Fiaschetteria Pistoia
59 W 30th St,10016,dessert,-73.9893112,06/10/2019 16:10:27,32,40.747277,N/A,xFefCWC6Ng1OHBMXHzbfrQ,5,LÜLÜ COFFEE CO.
1346 Amsterdam Ave,10027,chinese,-73.9561226963997,06/10/2019 16:13:03,39,40.8139028640919,N/A,1uuxUq-QrUYX-Zal9TvFFQ,4,Charm Thai Express
18-24 College Point Blvd,11356,chinese,-73.84618,06/10/2019 16:13:03,306,40.78245,N/A,ipv4lBvbfVzCnSahqrJckQ,4,Little Pepper
21 W 8th St,10011,brunch,-73.99754,06/10/2019 16:16:27,373,40.73299,N/A,AKHA6ZU8uM3vmLwH2hqH_A,4.5,Loring Place
58-42A Catalpa Ave,11385,dessert,-73.89827,06/10/2019 16:22:06,40,40.70324,N/A,QigD2yyqDOKJ7e_wJJFLAA,4.5,Creme & Sugar
80 Mallory Ave,07304,healthy,-74.09032,06/10/2019 16:18:33,39,40.71675,N/A,MJdXbMiBRlOlstOvYj859g,4.5,Whos Gluten Free
478 9th Ave,10018,indian,-73.9948511123657,06/10/2019 16:19:30,192,40.7549782340085,N/A,U3hvDT5CtQrnpg2zhJg3mQ,3.5,Kashmir 9 - Cuisine of Pakistan
