Address,Zip Code,Cuisine,Longitude,insertedAtTimestamp,Number of Reviews,Latitude,Open,Business_ID,Rating,Name
149 E 57th St,10022,vietnamese,-73.96833,06/10/2019 15:44:44,267,40.7609,N/A,DGk0ttzHjQ2QY2C0wEjylQ,3.5,Le Colonial
37 W 17th St,10011,korean,-73.9941236398979,06/10/2019 15:43:25,314,40.738851870947,N/A,6FZf17rNThWKoF4EU18wnw,4.5,Yakiniku Futago
331 Flatbush Ave,11217,japanese,-73.97266,06/10/2019 16:20:41,316,40.67792,N/A,cL8TLMCbs2B-vgy3SFtPGg,4,Geido
231 E Putnam Ave,06807,pizza,-73.5982199417096,06/10/2019 15:12:20,52,41.0384870022661,N/A,N7a_kH8bbHVah6jJtVPH6w,4,Chicken Joe's
1132 Lexington,10075,pizza,-73.95921,06/10/2019 14:59:36,152,40.7747699,N/A,8uXCq3x2PRBohSl72ZO3Vg,3.5,Farinella
43 W 42nd St,10036,dessert,-73.9830934,06/10/2019 16:12:43,123,40.7545721,N/A,__CS5i6REEHOjm4qO-mqTw,4.5,Kreuther Handcrafted Chocolate
339 West 44th St,10036,mexican,-73.9905066043,06/10/2019 16:20:24,2,40.7594264475,N/A,67PwiU_HvwcSvXvq-kZcWg,5,Alan's Kitchen Mexican Cuisine
1768 Amsterdam Ave,10031,indian,-73.94676,06/10/2019 15:40:07,179,40.82695,N/A,lIE4KHySIenwPbta1JuM8Q,4.5,Mumbai Masala
975 Anderson Hill Rd,10573,american,-73.6887665,06/10/2019 15:12:03,11,41.0435295,N/A,27Oj6j97u5bNm8je9S43TA,2.5,The Atrium
19 Old Fulton St,11201,pizza,-73.9934159993549,06/10/2019 15:05:55,2082,40.7026153030093,N/A,ysqgdbSrezXgVwER2kQWKA,4.5,Juliana's Pizza
215 Ct St,11201,thai,-73.9934997558594,06/10/2019 15:43:31,1276,40.6866607666016,N/A,pSSajdYNKTyAGV8-fk7fWQ,3.5,Joya
503 Jackson Ave,10455,mexican,-73.90966713749,06/10/2019 16:10:53,164,40.811884525549,N/A,YYB2lPax5wAdeNWUcm5WAg,3.5,Mexicocina
1439 York Ave,10075,brunch,-73.9518043,06/10/2019 16:02:27,321,40.7697981,N/A,xGQ26ijvBi9DKVVG7DQOlA,4,Le Moulin a Cafe
121 Nagle Ave,10040,mexican,-73.92697,06/10/2019 14:46:15,31,40.86061,N/A,bl4yPiWAre56vxbiRpdAkQ,4,Taqueria Los Jarritos
399 Park Ave,10022,indian,-73.97209,06/10/2019 16:17:08,358,40.75932,N/A,S6r0P0PItA9EYHV1nCiQgg,4.5,Mysttik Masaala
9 E 17th St,10003,italian,-73.99134,06/10/2019 16:19:58,7,40.73765,N/A,6AWiJUeP4FINQF48az-bkQ,4.5,Pasta Eater
1466 1st Ave,10075,japanese,-73.9537,06/10/2019 15:13:35,132,40.77047,N/A,kwq1W0opBnOYKoUXWYyQ5g,4,Momokawa
3605 30th Ave,11103,indian,-73.917061437621,06/10/2019 15:42:30,335,40.7649112016844,N/A,pgGT9m03pNI15Ag2pAdY1Q,4.5,Kurry Qulture
48 Macdougal St,10012,chinese,-74.00252,06/10/2019 16:17:42,301,40.72728,N/A,qEe7nIhPfEL6L0-VYhWRrA,4.5,Raku
377 Onderdonk Ave,11385,dessert,-73.913809,06/10/2019 16:17:23,101,40.70816,N/A,jk1czy1OiwpEBlWxM8wDlw,5,Buttah
1580 York Ave,10028,seafood,-73.948158,06/10/2019 16:21:55,31,40.774028,N/A,lsJf1_nv6Lymv0HFaGJU4Q,4.5,Dorian's Seafood Market
9021 31st Ave,11369,chinese,-73.8783152,06/10/2019 16:13:09,28,40.7601665,N/A,B9JGlCZ6XkKPXXhTaYwAlA,4,RJR Yummy Kitchen
271 Starr St,11237,mexican,-73.92198,06/10/2019 16:13:17,703,40.7066299,N/A,iK2jJQA72XRjf4nUD3cAnA,4,Tortilleria Mexicana Los Hermanos
37 W 17th St,10011,italian,-73.99407,06/10/2019 15:39:17,1388,40.73881,N/A,5Akss-swwfyoSVeIsDBbvw,4,Basta Pasta
132 Orchard St,10002,dessert,-73.98917,06/10/2019 16:17:23,362,40.71969,N/A,ReYr4cHNlnZ4jiC4R7IRZg,4,Melt Bakery
198 Grand St,10013,vietnamese,-73.99667,06/10/2019 15:09:06,1427,40.71936,N/A,MDMw0HFK3rgeGRl-FZC9Fg,4,Banh Mi Saigon
463 7th Ave,10018,healthy,-73.98983,06/10/2019 16:04:33,37,40.75179,N/A,JRb2McjoVMZTd5npZW-vJg,4.5,Dig Inn
3737 Junction Blvd,11368,chinese,-73.8700722,06/10/2019 16:02:10,220,40.7506089,N/A,sGwQYKPaMJ-tD2E4fQ0EJQ,4,Jardin De China
79 2nd Ave,10003,indian,-73.9893999248542,06/10/2019 15:41:19,970,40.7265407754881,N/A,wQjQHZKH_DxwntbSe1QdxQ,3.5,Brick Lane Curry House
248 Fort Lee Rd,07605,italian,-73.9885277,06/10/2019 16:02:52,137,40.8619111,N/A,dLsI2UQTo3nUUam9BfNRww,4,Fontana Di Trevi Restaurant
454 Graham Ave,11211,mexican,-73.9449099,06/10/2019 16:20:16,109,40.71867,N/A,AgHjo6NP9VTuAU8jCKFHjw,4,Florentinas Restaurant
876 6th Ave,10001,pizza,-73.9890642464161,06/10/2019 16:16:05,8,40.7479100037049,N/A,OO-bSKuLOBZDR286VeNaQg,4.5,99 Cents Fresh Pizza and Deli
443 Knickerbocker Ave,11237,pizza,-73.918724,06/10/2019 16:16:04,274,40.699286,N/A,EsHcyOLHaK76bQuU7bwiTw,4.5,Tony's Pizzeria & Restaurant
725 River Rd,07020,pizza,-73.977234,06/10/2019 16:04:31,163,40.820069,N/A,3B6A6QSnBwaRYzaKYPnq8Q,4,Pizza Club
1630 Lemoine Ave,07024,korean,-73.9702,06/10/2019 16:07:20,63,40.8506799,N/A,jbrcOx02hLsl0uKpgVtaVg,4,Haha Don Katsu
500 Steamboat Rd,06830,dessert,-73.623624,06/10/2019 15:12:45,229,41.017847,N/A,LXJI_WiBm8AFvxY7BbgEAw,3.5,L'Escale
2425 Broadway,10024,chinese,-73.9752417,06/10/2019 16:02:55,144,40.7904902,N/A,U0EJ4URMoFHJEzAkMp4WWQ,2.5,Ollie's To Go
334 8th Ave,10001,pizza,-73.996619,06/10/2019 16:20:43,90,40.7475845,N/A,e6pF5tzU3W2ufrWDZxVIeg,4.5,Claudio Pizzeria
288 3rd Ave,11215,seafood,-73.98642,06/10/2019 16:17:20,281,40.677326,N/A,thUk6cIQKtW9YXbDbsZ81A,3.5,Littleneck
155 Bleecker St,10012,brunch,-73.999672,06/10/2019 15:06:14,11,40.728603,N/A,ggxuLGEkOM_yGhMvPjCteA,4.5,Citizens of Bleecker
220 W 23rd St,10011,dessert,-73.9969095,06/10/2019 16:19:44,2456,40.7444886,N/A,XskangHFq3JD9klJFuGH8w,4,Doughnut Plant
251 Mclean Ave,10705,indian,-73.8905262574553,06/10/2019 15:02:13,5,40.911685261974,N/A,x7apQYW3lRYo0D7Fv3q3FQ,4.5,SJ Indian Restaurant
6229 Kennedy Blvd,07047,pizza,-74.0198399,06/10/2019 16:06:43,29,40.7935007,N/A,1nj-bw8YLutF7ZOo7EaYjg,4.5,Perfect Pizza
970 Manhattan Ave,11222,thai,-73.954262,06/10/2019 16:19:09,136,40.732228,N/A,WAQZnCXPL7XcKebpSoyjww,3.5,OTT Authentic Thai Cuisine
147 Irving Ave,10573,pizza,-73.66495,06/10/2019 15:12:13,18,41.00253,N/A,EmsNFyarEZhDE9efGBhCqQ,2.5,Angelo's Pizza & Pasta
108 Broad Ave,07650,japanese,-74.000292,06/10/2019 16:13:41,132,40.844301,N/A,BEevU4e0fL5gyb-f13KZtg,4,ABIKO CURRY
76 Ainslie St,11211,italian,-73.952121,06/10/2019 16:19:58,35,40.712343,N/A,-7PnG_cD9VY-IfHGWzynmQ,4,Ainslie
175 E 83rd St,10028,indian,-73.9556964,06/10/2019 15:44:49,159,40.7771396,N/A,jb-Fe1cC3ZARF9xyFvJQYQ,3.5,Tandoor Oven
152-24 Northern Blvd,11354,korean,-73.81217,06/10/2019 16:04:53,28,40.76461,N/A,XI-kG81h58ZhlDN9AFeecQ,4.5,Dadam
564 Amsterdam Ave,10024,indian,-73.97468,06/10/2019 15:14:46,137,40.78869,N/A,T1CRoZ-f-hwrjdkBvt7_kg,4,Indian Tanpura
11 W 32nd St,10001,korean,-73.9867252,06/10/2019 16:21:17,66,40.7478744,N/A,eZ2eaBKoeqaY7C-_ZbKgPg,3,The Gochujang
12 E 44th St,10017,korean,-73.979179,06/10/2019 16:18:53,71,40.754207,N/A,QPTxlH9KxraVczH-Ckntxg,3.5,Delicacy
25 W Houston St,10012,american,-73.99793,06/10/2019 16:13:24,807,40.7258,N/A,yy8jf3cnbXG4KOLGNJVfig,3.5,Burger & Barrel
2049 2nd Ave,10029,mexican,-73.943136,06/10/2019 16:02:58,120,40.790205,N/A,NXjCypQNl7tBrdR3gkFqdg,4,Lupita's Restaurant
1825 2nd Ave,10128,american,-73.94796,06/10/2019 16:13:25,59,40.78336,N/A,_m0UAJile3kJDJ9lb3p9bQ,4.5,The Painted Lady Saloon
5201 Bergenline Ave,07093,seafood,-74.01995,06/10/2019 16:14:57,17,40.78427,N/A,wT84J0blWqHupCdBqHsb9g,4,Fancy Fish
150 E Broadway,10002,dessert,-73.99095,06/10/2019 15:09:37,188,40.71417,N/A,NkOpM1SBI50qviqE6LCKRg,4.5,The Little One
11 W 32nd St,10001,dessert,-73.98631,06/10/2019 16:02:03,673,40.74761,N/A,OoKFeOTy9eJTrZ5KyNX0Mg,4,Spot Dessert Bar
23 Lexington Ave,10010,seafood,-73.984254,06/10/2019 15:38:19,165,40.739848,N/A,B2EVXQCqfzludPiWWuZ8ag,4,Simon & The Whale
17 Division St,10002,seafood,-73.9966199,06/10/2019 16:01:59,2,40.71392,N/A,bGzptsMjHN5PMjzk1LfAAw,4,East Seafood restaurant
329 Broad Ave,07650,dessert,-73.997234,06/10/2019 16:03:39,71,40.849307,N/A,5-WmIcDA3CRHXykLIGmmLw,4,Cafe Oak
520 Columbus Ave,10024,brunch,-73.9727859590175,06/10/2019 15:00:28,1404,40.7859436042416,N/A,cQxtisUT6TgEGSN7gpnTDg,3.5,Good Enough to Eat
284 Grand St,11211,italian,-73.95787,06/10/2019 16:17:41,413,40.71293,N/A,lDhlNQHgzyxgi3By7Ko2LA,4,Fiore
1086 River Rd,07020,japanese,-73.97267,06/10/2019 16:06:37,23,40.83162,N/A,awvl9pC0RW8PT5A3NeLGMg,4,FuXingMei Sushi House
79 Ave A,10009,chinese,-73.9845239,06/10/2019 16:15:23,46,40.725114,N/A,AbfZkSRMtiHE3naWrN-0Eg,3.5,Fei Ma
1484 3rd Ave,10028,dessert,-73.95518,06/10/2019 15:37:55,78,40.77747,N/A,8DiYXJYGWfUUq9f9Ks-fhQ,4.5,Levain Bakery
1 Doyers St,10013,vietnamese,-73.99787,06/10/2019 16:19:18,1560,40.7142,N/A,97q5nUQTuBo_h00XCxna2A,4,Tasty Hand-Pulled Noodles
96 2nd Ave,10003,seafood,-73.98844,06/10/2019 14:59:59,1301,40.7269999,N/A,4x_WyIOEdqxk01QH1HxYrw,4,The Mermaid Inn
78 Clark St,11201,japanese,-73.9932652562857,06/10/2019 16:20:34,247,40.6974732130766,N/A,SoBdWOxymmY5yKANn63UWw,4,Ozu
316 Court St,11231,italian,-73.995711,06/10/2019 16:17:41,231,40.683438,N/A,hpRrYBbKUqv8ewFKDjbjoA,4.5,Gersi
36 Park Ave,07070,korean,-74.1025941073895,06/10/2019 16:18:53,179,40.8282711252748,N/A,_YN-BOSrib5uaffslr4dzQ,4,Boom Boom Chicken
15 Broad Street,CF62 7AB,pizza,-3.2831082,06/10/2019 16:11:27,3,51.3994407,N/A,bxt-U4xf1y4L0k7It2TZAg,4.5,Mariano's Pizzeria
295 7th Ave,10001,healthy,-73.99379,06/10/2019 16:20:59,37,40.74634,N/A,rKy64uHpaGxY_7PkVnLr3Q,3.5,Forkright
220 W 13th St,10011,japanese,-74.0014449879527,06/10/2019 16:15:57,152,40.7381972955808,N/A,yj4culC4vfNKWXdj5ZxJ4Q,4.5,Kosaka
1402 2nd Ave,10021,mexican,-73.9577519273524,06/10/2019 14:43:22,133,40.7693131667402,N/A,FeSZi6LBCcAIipoSua6dXg,3.5,La Esquina UES
940 8th Ave,10019,indian,-73.98338,06/10/2019 15:14:46,438,40.76573,N/A,wm10mMj_41_-l_gRhRH3TA,4,deep indian kitchen - indikitch
18 Spring St,10012,brunch,-73.99502,06/10/2019 16:02:27,440,40.72135,N/A,p5JbHNDAXBJpqcGTsmTMBQ,3.5,Mother's Ruin
258 W 109th St,10025,chinese,-73.9668,06/10/2019 15:05:21,86,40.80332,N/A,VW2Epq3C8jqysu6Edpu-RA,4,Atlas Kitchen
1666 3rd Ave,10128,japanese,-73.95088,06/10/2019 16:16:00,152,40.78361,N/A,5UqEDoMZCrvhSKgCWg5GGw,4,Isohama
83 Baxter St,10013,american,-73.9999440120647,06/10/2019 16:08:48,1556,40.7166907225542,N/A,MfbVI5reXLIIs8Cc2HwgQw,4.5,Breakroom
217 Washington St,07030,mexican,-74.0302836184233,06/10/2019 16:13:13,53,40.7391797315296,N/A,uV7MeSV3k9H8I15q_UfzfA,4,Loquito
47-10 Vernon Blvd,11101,american,-73.95357,06/10/2019 16:02:16,295,40.745216,N/A,Hp1ZDTeJOP1NrY2aFtROgQ,4,Woodbines
510 W 123rd St,10027,dessert,-73.958568,06/10/2019 16:03:38,20,40.811327,N/A,Cq1zqnrVgmWh5CJl2GYKPA,4.5,Susan Sez Say It With Cake
37-02 Prince St,11354,seafood,-73.8330494,06/10/2019 16:14:58,307,40.760747,N/A,3bnm05Z90OHEPl_Q3p4fsg,3.5,Shaking Crab
417 E Brinkerhoff Ave,07650,korean,-73.98822,06/10/2019 15:39:31,421,40.841249,N/A,Zllq4CaBBAhbGFIadEXxrA,4.5,Pelicana Chicken
807 Lexington Ave,10021,indian,-73.9665107,06/10/2019 15:43:41,180,40.7642247,N/A,NVCLcLa_7LMEJipAQmNlZw,4,Agra Restaurant
200 Pearl St,10038,chinese,-74.004785,06/10/2019 16:01:24,98,40.707425,N/A,8xDbEfYXuPwi-94LLcb22A,4,Tomorrow
4644 Vernon Blvd,11101,japanese,-73.9532554683031,06/10/2019 16:20:34,188,40.7457764869508,N/A,QaEqD7q2GtmlovBOPC6yIQ,4.5,Murasaki
2211 Frederick Douglass Blvd,10026,seafood,-73.9540110111145,06/10/2019 16:14:57,422,40.8064392068585,N/A,MH08_pIRKsUSwfkVYxUE7w,4,VINATERÍA
522 E Putnam Ave,06830,italian,-73.605833,06/10/2019 14:36:09,58,41.03633,N/A,zshgxFvIaOBmpQkHZ2rGOA,4,Pizza Post
3628 Broadway,10031,mexican,-73.948057,06/10/2019 16:04:01,82,40.829122,N/A,8xPY62rpipbxVKbbZHVaCg,3.5,Buddha Taco Bar
32 Cedar St,10038,chinese,-74.00845,06/10/2019 16:08:24,37,40.70712,N/A,54om5q7V4anmIXw2PdNJbA,4,Chen's Buffet Bar
1154 1st Ave,10065,chinese,-73.9598571,06/10/2019 16:10:50,138,40.7622458,N/A,bpeeh-kkay0ZE7mGXsCVKQ,4,Ahana
127 E 23rd St,10010,vietnamese,-73.9850873885874,06/10/2019 15:14:37,107,40.7398547229067,N/A,1dV_a1iskf_S4J-vc5hW3w,3.5,The Pho
337 Broad Ave,07650,korean,-73.99714,06/10/2019 16:04:53,143,40.8494699,N/A,MetkzGgQ0ZbO_qmvSMzOdA,3.5,Totowah
132 E 39th St,10016,italian,-73.977082744053,06/10/2019 16:19:58,232,40.749270880468,N/A,d15lwNLOlLSeaAYqPadntw,4,Sam's Place
1780 Madison Ave,10035,healthy,-73.94471,06/10/2019 15:13:58,44,40.800509,N/A,WV4wZZVIKmanuAEpHo-rZA,4,Healthy Choice
24-17 Ditmars Blvd,11105,pizza,-73.91439,06/10/2019 16:13:43,107,40.77907,N/A,pFPiqFLeL-peQdVSfPj_lg,4,Mia Pizza
33-01 Ditmars Blvd,11105,brunch,-73.9093017,06/10/2019 16:16:26,53,40.775414,N/A,_F-GTYP0Cfc6LGamqRhXgQ,4.5,Boutique Bistro Bar
172 Delancey St,10002,japanese,-73.98518,06/10/2019 16:04:14,73,40.71786,N/A,FKLNX5j_byvdkliG0-ygCA,4,Niche
231 E 167th St,10456,pizza,-73.9153637,06/10/2019 16:04:31,12,40.8337123,N/A,sDbFu8D77zQduLhqhet_5w,3.5,PG Pizza
1143 1st Ave,10065,japanese,-73.960536,06/10/2019 16:13:35,485,40.761918,N/A,MWx4HB9p7pCzse9CInLuDw,4,Sushi Seki
13 W 29th St,10001,indian,-73.9878234863281,06/10/2019 16:21:45,141,40.7459602355957,N/A,sng5ejEyAA22ncDwxdu2lw,3.5,Chandni Restaurant
113 Mulberry St,10013,pizza,-73.998396,06/10/2019 15:05:55,18,40.717593,N/A,k3vbv0tbV83IrfaH2Z5t5Q,4.5,Manero's Pizza
3944 21st,11101,indian,-73.941215,06/10/2019 16:21:45,17,40.755609,N/A,1F0Msl92xYTctkifFYwVCQ,4,LIC Grill Indian and American Cuisine
284 3rd Ave,11215,mexican,-73.9861984489446,06/10/2019 16:15:38,156,40.6773587963142,N/A,FXgSgiLg6xgOO8zrG51mzg,4,Claro
158 9th Ave,10011,thai,-74.002563,06/10/2019 16:19:13,260,40.744289,N/A,59oP8zLjQLPY0Dyh004HSQ,4,Omai
353 Broadway,11211,korean,-73.9556983116741,06/10/2019 15:40:29,160,40.7077639892315,N/A,TlgASrwWFlnx9D1ZiKjJbA,4,Dotory
3503 Ditmars Blvd,11105,brunch,-73.9087253,06/10/2019 16:11:46,201,40.7747727,N/A,PnI4E47kV76X4uyeuq_tLA,4,The Ditty
21 St Roch Ave,06830,dessert,-73.64193,06/10/2019 15:12:45,149,41.01793,N/A,uadFa6KwWxAPdpN-7FDuSQ,4,Little Thai Kitchen
67 S 6th St,11211,vietnamese,-73.965945,06/10/2019 15:09:06,197,40.7113004,N/A,7Q9qE3nxgJaUjrF8Iy_34Q,3.5,Bia
108 E 4th St,10003,korean,-73.98838,06/10/2019 15:39:31,92,40.72551,N/A,q-QEwZi32JCnjb7zbY-PQw,4,Soogil
303 Boston Post Rd,10573,pizza,-73.67163,06/10/2019 15:12:20,22,40.99568,N/A,0rJak1IjGUhKvu7LpPXahg,3.5,Taco Bell
45 Purchase St,10580,brunch,-73.68493,06/10/2019 15:12:29,147,40.98316,N/A,7YO9gkBvUY7Oqi-w9YM4eg,3.5,Ruby's Oyster Bar & Bistro
550 3rd Ave,11215,seafood,-73.9936051,06/10/2019 16:21:55,310,40.6687008,N/A,b8J-hvOyE9D7fc0sFJ8HUA,4,Surfish Bistro
637 2nd Ave,10016,thai,-73.975807,06/10/2019 15:08:56,276,40.745373,N/A,eGIY_25KFspf8KefDQMj-Q,4,Lan Larb
321 Broad Ave,07657,vietnamese,-74.0096468478441,06/10/2019 16:07:41,17,40.8249466325985,N/A,VNfodDUNKTJgD1jQJMDc8A,3.5,Food Avenue
975 Anderson Hill Rd,10573,american,-73.6870956,06/10/2019 15:12:11,2,41.0423508,N/A,lbo-iMatehLSIwrCDgVWow,2.5,The Pub
136-21 Roosevelt Ave,11354,vietnamese,-73.82941,06/10/2019 16:14:42,521,40.76012,N/A,741IMLpXPq755tDaEYXAtA,4.5,Joe's Steam Rice Roll
3404 Bergenline Ave,07087,chinese,-74.0285907,06/10/2019 16:02:56,14,40.7729837,N/A,J_CmfwKnzYbfRHvncl7uVA,3.5,Hung Sang
115 Division St,10002,japanese,-73.99205,06/10/2019 16:03:05,8,40.71434,N/A,Pe4cQ65ZJ9qS8JQZVkJz4g,5,shabushabu Mayumon
127 2nd Ave,10003,healthy,-73.9881668,06/10/2019 16:18:33,458,40.7284584,N/A,koh-4_SAbshwZ8EBRmXcmg,4.5,B&H Dairy
312 5th Ave,10001,japanese,-73.98583,06/10/2019 16:08:58,6,40.74701,N/A,2pAophYMUh4-gVi-KJjOwA,3,Konbini NY
499 W 158th St,10032,seafood,-73.94116,06/10/2019 16:07:53,44,40.83346,N/A,Xd4Ahhb1alLxBapbcTl4Nw,4,Blue Mountain Heights Cafe & Bar
1201 Hylan Blvd,10305,indian,-74.08302,06/10/2019 16:21:45,30,40.59834,N/A,9e78dH4McZRT5WcoSCI-zg,4,Indian Xpress 2
4185 Broadway,10033,pizza,-73.9381616,06/10/2019 15:39:00,10,40.8477204,N/A,w_d8Gx0FfinM04VDp_aqqw,3,Tommy's Pizza
25-07 Broadway,11106,italian,-73.9281750915024,06/10/2019 15:37:57,72,40.7633418050593,N/A,wT_-RVwMoiPAL9L191Zjvg,4.5,Botte Bar
140 S Ridge St,10573,dessert,-73.6811076,06/10/2019 15:12:46,15,41.0018978,N/A,LxxESWXXyK_OyuyF71Jhaw,2.5,Cerbone's Bakery
3431 Broadway,10031,brunch,-73.95318,06/10/2019 16:07:03,302,40.82315,N/A,BnSeJ9yRfJ09RoQ0euR34A,4,Trufa Restaurant
6 Clinton St,10002,thai,-73.98381,06/10/2019 16:21:23,233,40.72103,N/A,sljnE3uoRUmM7aW5f1I3Ug,3.5,One More Thai
284 Van Brunt St,11231,seafood,-74.0103686973453,06/10/2019 15:07:12,1039,40.6797687107191,N/A,nOjGNqPcu5jHRRElOndQqQ,4,Red Hook Lobster Pound
136 W 55th St,10019,american,-73.97978,06/10/2019 15:00:14,1065,40.76347,N/A,yZs_A8r0qDz7Z5bR0C-aiQ,4,Black Tap - Midtown
56 County Ave,07094,italian,-74.068584,06/10/2019 16:08:20,91,40.76689,N/A,rlfy0pXZvvkDe7OWsM_tnw,3.5,Lorenzo's Italian Restaurant
1378 Crosby Ave,10461,chinese,-73.8295,06/10/2019 16:03:46,19,40.84057,N/A,-3A-kTdW-P32hoOMQeBl-A,4,Six Happiness Restaurant
828 7th Ave,10019,dessert,-73.9819,06/10/2019 16:03:39,191,40.763257,N/A,-AcAHaVSBNubRhPR7ui7QQ,4,Buttercup Bake Shop
1695 Broadway,11207,indian,-73.91184,06/10/2019 16:19:30,159,40.6840199,N/A,1ckkPS7KtGSu_xXXWKcbvQ,4,Tandoori Masala
4863 Broadway,10034,brunch,-73.9239908382297,06/10/2019 16:09:27,370,40.8668498343787,N/A,Hoq8s-NePq6_3QxJhR7oNA,4,Bocaditos Bistro
717 9th Ave,10019,vietnamese,-73.98969,06/10/2019 16:14:34,778,40.76277,N/A,z1OgXX3L9Ipl2mu-Hf4ADw,4,VIV
189 9th Ave,10011,mexican,-74.0021848849335,06/10/2019 16:13:18,325,40.7455185879981,N/A,v8tuFxvNkKdZytWTn9BhMA,3.5,Fonda Chelsea
244 Main St,07024,dessert,-73.9719611406326,06/10/2019 15:04:55,180,40.8517874032259,N/A,NSSINPz7_s65pFBS2iZFjQ,4.5,T-Swirl Crêpe
227 Mott St,10012,american,-73.9953034,06/10/2019 16:15:49,197,40.7224497,N/A,XEcN3K7gIu4yC8wGB4zPjw,4.5,YN
3602 36th Ave,11106,thai,-73.92576,06/10/2019 16:14:23,26,40.75446,N/A,mU1ctN2chR3U3__d_Zjcng,4,Maple Thai Eatery
33-01 31st Ave,11102,brunch,-73.92158,06/10/2019 16:07:03,660,40.76372,N/A,Duh9gmBVHodHKQaQqsyZcg,4,Mom's Kitchen & Bar
121 Ludlow St,10002,korean,-73.9887088537216,06/10/2019 16:21:14,77,40.7196796287355,N/A,RYKGs45OjF-vlb2Ds2Jb_g,4.5,Izakaya Juraku
383 Bedford Park Blvd,10458,chinese,-73.88383,06/10/2019 16:06:05,12,40.86797,N/A,6jgIfvh_Pjm2LQt4SfoBuw,4,Rose Flower Restaurant
225 S 1st St,11211,american,-73.958863,06/10/2019 14:59:28,371,40.713003,N/A,dkAj-3gmkvdA4XkJmw6hCw,4.5,Juanchi's Burger
40-12 83rd St,11373,mexican,-73.88318,06/10/2019 16:03:57,158,40.74727,N/A,vIDX92ttk7H-266e1Qo7RA,4,Juquila Mexican Cuisine
170 Thompson St,10012,italian,-74.000045,06/10/2019 14:43:58,1486,40.7276,N/A,yZJbealagfujEkgesAl2hA,4,Lupa
1072 Bay St,10305,seafood,-74.068443,06/10/2019 16:21:55,369,40.616771,N/A,hmndKMvCwTzXSAPp4KmGYg,4,Bayou
249 Columbus Ave,10023,seafood,-73.9788913948279,06/10/2019 16:10:21,477,40.7770496467021,N/A,BEYmqrP1_TC0nhnTGKkkJg,4,Ella Kitchen & Bar
103 E Broadway,10002,chinese,-73.9931488,06/10/2019 16:01:26,42,40.7135887,N/A,PkA0eLD1AZ0voGAmUSG9mg,4,New Wong Rest
607 Gorge Rd,07010,japanese,-73.9876905320009,06/10/2019 16:02:17,474,40.8243589123235,N/A,dgU5NoylJVJ5rDZY_PezkA,4.5,Blackbeard Ramen
634 W 207th St,10034,mexican,-73.9216979,06/10/2019 15:01:01,61,40.8681434,N/A,ZqDpOO44Lg-jKOrosrxrGg,4.5,G's Coffee Shop
3594 Broadway,10031,pizza,-73.9489363226845,06/10/2019 16:06:47,73,40.8280452239988,N/A,CSBwq-ggpmQckf51sLrPAg,3.5,Jumbo Pizza Coffee Shop
170 Ctr Park W,10024,healthy,-73.973975,06/10/2019 16:04:41,198,40.779469,N/A,k1zrPPGGMQdlHopP3MnxrQ,4,Storico
Bleecker & Thompson,10012,mexican,-73.9996719,06/10/2019 16:01:29,29,40.7284088,N/A,iUsk8CPoDyoBmwVdU1_9QQ,4,Sidewalk Tacos
2374 7th Ave,10030,american,-73.94233,06/10/2019 15:39:21,63,40.81781,N/A,4SaJcfBNmlPng0ry1FCbRQ,4.5,The Row Harlem
311 W 43rd St,10036,chinese,-73.989961,06/10/2019 16:01:26,886,40.758619,N/A,rEbwps11tIERRkwQrIXQog,3.5,Hakkasan
47 Broadway,10006,chinese,-74.012940146627,06/10/2019 16:20:05,172,40.7065032987417,N/A,OfqANzeWRlZrdHQuG7pI0w,3,China Chalet
42-60 Crescent St,11101,pizza,-73.9420071,06/10/2019 16:20:43,71,40.7492468,N/A,ca5mjbnCm2c8E6AFIb59Rw,4,Luzzo's Neapolitan Pizza & Wine Bar
377 Greenwich St,10013,seafood,-74.010039072422,06/10/2019 16:19:33,1578,40.7198601300801,N/A,pk89jzL1RsE9U0thf_z6tw,4,Locanda Verde
190 E 166th St,10456,mexican,-73.91873,06/10/2019 16:13:19,8,40.83147,N/A,QqYR48m1nJ8OtkZ715HXGg,4.5,Rodriguez Productos Mexicanos
15 Lockwood Ave,10701,seafood,-73.8759205,06/10/2019 16:08:02,26,40.947667,N/A,NZzsPPU0FpkFz9hDmq9ZkQ,4,Lusitania Seafood Restaurant
N/A,10016,indian,-73.981957,06/10/2019 15:38:16,126,40.747176,N/A,w2-VGvlBCMYo9ko8Y_PzAw,4.5,Masala King
4540 Center Blvd,11109,brunch,-73.9570822404376,06/10/2019 16:16:27,2981,40.7479520761447,N/A,Hh9glEE_xDYT_pPUsRPXlA,4,Blend on the Water
9 St Marks Pl,10003,korean,-73.989104,06/10/2019 15:14:11,1492,40.729519,N/A,GDWVTV11eq92ElXD9mstBw,3.5,Boka
17 Maple Ave,10504,dessert,-73.7120685,06/10/2019 15:12:53,361,41.1263113,N/A,i2NUuNQCnA1_GJuMb0nVuA,3.5,Fortina
382 Summit Ave,07306,chinese,-74.06242,06/10/2019 16:20:05,31,40.72857,N/A,d6i6sGHtPmyUkHze5S1lIQ,4.5,Hunan House I
787 Union St,11215,brunch,-73.97813,06/10/2019 16:21:03,646,40.67565,N/A,mhr7JHHBlptUxU7pjif5lA,4,Rose Water
