num,Name,Address,Postcode,Type,Latitude,Longitude,Category,Rating
96,"Momenta Art, Inc.",56 Bogart Street,11206,Visual Arts,40.705533,-73.933351,cultural_center,-1
97,"NURTUREart Non-Profit, Inc.",56 Bogart Street,11206,Visual Arts,40.705533,-73.933351,cultural_center,-1
98,"Orchestrating Dreams, Inc.",178 Bennett Ave,10040,Music,40.855958,-73.934144,cultural_center,-1
99,International Studio and Curatorial Program,"1040 Metropolitan Avenue, Third Floor",11211,Visual Arts,40.714429,-73.934803,cultural_center,-1
100,National Museum of Catholic Art and History,443 East 115th Street,10029,Museum,40.794897,-73.934887,cultural_center,-1
101,"Ekmeles, Inc.","69 Bennett Ave, APT 210",10033,Music,40.85266,-73.935542,cultural_center,-1
102,Loadbang Inc.,69 Bennett Ave.,10033,Music,40.85266,-73.935542,cultural_center,-1
103,"Ridgewood Bushwick Senior Citizens Council, Inc.",555 Bushwick Avenue,11206,Theater,40.699372,-73.935647,cultural_center,-1
104,"Peace of Heart Choir, Inc.","2201 Amsterdam Avenue, Apt. 5D",10032,Music,40.840567,-73.936392,cultural_center,-1
105,"Russian Musical Arts Society of America, Inc.","731 West 183rd Street,  Apt. 3I",10033,Music,40.851994,-73.937224,cultural_center,-1
106,Isamu Noguchi Foundation and Garden Museum,32-37 Vernon Boulevard,11106,Museum,40.767243,-73.937405,cultural_center,-1
107,"dell'Arte Opera Ensemble, Inc.","255 Cabrini Boulevard, Apt. 5H",10040,Music,40.855886,-73.937701,cultural_center,-1
108,United Haitian Association of USA,4114 Avenue D,11203,Music,40.641609,-73.937767,cultural_center,-1
109,"Wilbur Ware Institute, Inc.",620 Malcolm X Blvd,10027,Music,40.817647,-73.938264,cultural_center,-1
110,Athena Theatre,1224 St. Nicholas Avenue,10032,Theater,40.843094,-73.938269,cultural_center,-1
111,"Morris-Jumel Mansion, Inc.",65 Jumel Terrace,10032,Museum,40.835076,-73.938562,cultural_center,-1
112,"Project Y Theatre, Inc.",447 Ft. Washington Avenue,10033,Theater,40.850192,-73.938584,cultural_center,-1
113,Opus 118 Harlem School of Music,"103 East 125th Street, 7th floor",10035,Music,40.804885,-73.938612,cultural_center,-1
114,"Double Entendre Music Ensemble, Inc.",809 West 181st Street #165,10033,Music,40.85104,-73.938717,cultural_center,-1
115,JACK Music Inc,809 W 181st St #224,10033,Music,40.85104,-73.938717,cultural_center,-1
116,"Royal Family Productions, Inc.",66 Pinehurst Ave.,10033,Theater,40.85048,-73.939531,cultural_center,-1
117,"Anthropologists, Inc.",100 Cabrini Blvd. #24,10033,Theater,40.851647,-73.94009,cultural_center,-1
118,Arts Horizons LeRoy Neiman Art Center,2785 Frederick Douglass Blvd.,10039,Visual Arts,40.824667,-73.940595,cultural_center,-1
119,New Sounds Music Incorporated,870 W. 181st Street 9B,10033,Music,40.851368,-73.941157,cultural_center,-1
120,"Sculpture Center, Inc.",44-19 Purves Street,11101,Visual Arts,40.747013,-73.941173,cultural_center,-1
121,Sugar Hill Children's Museum of Art & Storytelling,898 St. Nicholas Avenue,10032,Museum,40.8307,-73.941435,cultural_center,-1
122,"Songs of Solomon: An Inspirational Ensemble, Inc.","151 West 136th Street, 2nd floor",10030,Music,40.815382,-73.941788,cultural_center,-1
123,"National Black Theatre Workshop, Inc.",2031-33 Fifth Avenue,10035,Theater,40.806783,-73.941984,cultural_center,-1
124,Crown Heights Jewish Community Council,375 Kingston Avenue,11213,Visual Arts,40.666153,-73.942485,cultural_center,-1
125,"New Amsterdam Musical Association, Inc.",107 West 130th Street,10027,Music,40.811195,-73.943743,cultural_center,-1
126,"ArtCrawl Harlem, Inc.",363 Malcolm X Blvd,10027,Visual Arts,40.809844,-73.943986,cultural_center,-1
127,"Gorilla Repertory Theatre Company, Inc.","363 Tompkins Avenue, Apt. 3",11216,Theater,40.685216,-73.944275,cultural_center,-1
128,Brooklyn Children's Museum,145 Brooklyn Avenue,11213,Museum,40.674773,-73.944464,cultural_center,-1
129,"Sesame Flyers International, Inc.",3510 Church Avenue,11203,Music,40.651066,-73.944555,cultural_center,-1
130,Harlem Artists' Development League Especially For You,229 West 135 Street,10030,Theater,40.815754,-73.944743,cultural_center,-1
131,"RPGA Studio, Inc",43-01 22nd street suite 252,11101,Visual Arts,40.750081,-73.944744,cultural_center,-1
132,"Oracle Theatre, Inc.","146 Conselyea Street, Apt. 2R",11211,Theater,40.715146,-73.945278,cultural_center,-1
133,"Bridge, Inc.","290 Lenox Avenue, 3rd Floor",10027,Visual Arts,40.807457,-73.945704,cultural_center,-1
134,"Noel Pointer Foundation, Inc.","1368 Fulton Street, 3rd Floor",11216,Music,40.680175,-73.945717,cultural_center,-1
135,"P.S.1 Contemporary Art Center, Inc.",22-25 Jackson Avenue,11101,Visual Arts,40.745668,-73.946068,cultural_center,-1
136,Global Artists Coalition Incorporated,323 W. 138TH Street,10030,Museum,40.81884,-73.946103,cultural_center,-1
137,Children's Art Carnival,62 Hamilton Terrace,10031,Visual Arts,40.823075,-73.946309,cultural_center,-1
138,"Harlem Opera Theater, Inc.",425 West 144th Street,10031,Music,40.823821,-73.94633,cultural_center,-1
139,"Mama Foundation for the Arts, Inc.",149 West 126th Street,10027,Music,40.809036,-73.946375,cultural_center,-1
140,Hispanic Society of America,613 West 155th Street,10032,Museum,40.833063,-73.946478,cultural_center,-1
141,"Musicians For Harmony, Inc.","345 East 93rd Street, Ste. 12B",10128,Music,40.781501,-73.946545,cultural_center,-1
142,"Puerto Rican Workshop, Inc.",1680 Lexington Avenue,10029,Visual Arts,40.791881,-73.946558,cultural_center,-1
143,"National Black Touring Circuit, Inc.","790 Riverside Drive, Apt. 3E",10032,Theater,40.834787,-73.946852,cultural_center,-1
144,Studio Museum in Harlem,144 West 125th Street,10027,Visual Arts,40.808523,-73.947278,cultural_center,-1
145,"Variations Theatre Group, Inc.",21- 28 45th Rd,11101,Theater,40.746588,-73.94745,cultural_center,-1
146,"Museum of African American Cinema, Inc.","163 West 125th Street, Suite 903",10027,Museum,40.808644,-73.947524,cultural_center,-1
147,"Hands On Sign Interpreted Performances, Inc.","159-00 Riverside Drive West, Ste. 7F",10032,Theater,40.837414,-73.947996,cultural_center,-1
148,"New York Classical Theatre, Inc.","40 West 116th Street, #B1004",10026,Theater,40.80145,-73.948342,cultural_center,-1
149,Romare Bearden Foundation,"2090 Adam Clayton Powell, Jr. Blvd",10027,Visual Arts,40.808639,-73.948582,cultural_center,-1
150,"artHARLEM, Inc.","104 West 119th Street, Suite 3",10026,Visual Arts,40.804181,-73.948827,cultural_center,-1
151,"Harmony Program, Inc.",535 East 80th Street,10075,Music,40.771681,-73.948986,cultural_center,-1
152,"LonGar Ebony Ensemble, Ltd.",119 West 119th Street,10026,Music,40.80431,-73.949087,cultural_center,-1
153,Dorsky Gallery Curatorial Programs,11-03 45 Avenue,11101,Visual Arts,40.747722,-73.94943,cultural_center,-1
154,"Composers Concordance, Inc.",1510 york ave #2b,10075,Music,40.771967,-73.950004,cultural_center,-1
155,"World Civic Orchestra, Inc.",530 E. 76th Street,10021,Music,40.769077,-73.95101,cultural_center,-1
156,"Roosevelt Island Youth Program, Inc.",506 Main Street,10044,Music,40.760706,-73.951106,cultural_center,-1
157,Daniel's Music Foundation,1641 Third Avenue,10128,Music,40.782491,-73.951292,cultural_center,-1
158,Amigos del Museo del Barrio,1230 Fifth Avenue,10029,Visual Arts,40.793072,-73.951992,cultural_center,-1
159,"Central Park Brass, Inc.","1435 Lexington Avenue, #7F",10128,Music,40.784248,-73.952103,cultural_center,-1
160,Museum of the City of New York,1220 Fifth Avenue,10029,Museum,40.792438,-73.952448,cultural_center,-1
161,FCBC Community Development Corporation,1912 Adam Clayton Powell Jr. Blvd.,10026,Theater,40.802841,-73.952813,cultural_center,-1
162,"Musica De Camara, Inc.",1215 Fifth Avenue,10029,Music,40.79181,-73.9529,cultural_center,-1
163,Ballet Orchestra of New York City,438 East 76th Street #4-C,10021,Music,40.769984,-73.953168,cultural_center,-1
164,"American Performing Arts Collaborative, Inc.",6 Hancock Place,10027,Theater,40.81029,-73.953685,cultural_center,-1
165,"First Baptist Church of Crown Heights, Inc.",450 Eastern Parkway,11225,Music,40.670028,-73.953728,cultural_center,-1
166,"Living Image Arts, Inc.",1072 Lorimer Street,11222,Theater,40.727372,-73.953851,cultural_center,-1
167,"Canticorum Virtuosi, Inc.",1392 Madison Avenue,10029,Music,40.78763,-73.953885,cultural_center,-1
168,"Lot Radio, Inc.",17 Nassau Ave,11222,Music,40.722722,-73.953966,cultural_center,-1
169,"Tribeca New Music, Inc.","640 West 139th Street, Apt. 60",10031,Music,40.823048,-73.954211,cultural_center,-1
170,"Stolen Chair Theatre Company, Inc.","64 East 94th Street, Apt. 5G",10128,Theater,40.78564,-73.954461,cultural_center,-1
171,"Rejoicensemble, Inc.",1877 Ocean Avenue Suite 1E,11230,Music,40.615772,-73.954501,cultural_center,-1
172,"Arcos Orchestra, Ltd.",17 E 96th St 14B,10128,Music,40.78765,-73.955138,cultural_center,-1
173,"Diller-Quaile School of Music, Inc.",24 East 95th Street,10128,Music,40.786829,-73.955341,cultural_center,-1
174,Friends of City Reliquary Incorporated,370 Metropolitan Avenue,11211,Museum,40.714077,-73.955711,cultural_center,-1
175,Pellettieri Stone Carvers' Academy,"114 morningside drive, apartment 52",10027,Visual Arts,40.80991,-73.957157,cultural_center,-1
176,"Broadway Housing Communities, Inc.",583 Riverside Drive,10031,Visual Arts,40.821356,-73.957193,cultural_center,-1
177,Jewish Museum,1109 Fifth Avenue,10128,Museum,40.785298,-73.957263,cultural_center,-1
178,AAMC Foundation,174 East 80th Street,10075,Visual Arts,40.77528,-73.957562,cultural_center,-1
179,"Coalition to Preserve Reggae Music, Inc.",1199 Ocean Avenue,11230,Music,40.633332,-73.957818,cultural_center,-1
180,"Cooper-Hewitt, National Design Museum",2 East 91st Street,10128,Museum,40.784607,-73.957866,cultural_center,-1
181,"Circus Amok, Inc.","190 Bedford Avenue, Apt. 213",11211,Theater,40.717564,-73.958031,cultural_center,-1
182,"School News Nationwide, Inc.",1068 Fulton Street,11238,Visual Arts,40.68164,-73.958137,cultural_center,-1
183,Musica Viva Inc.,1157 Lexington Ave,10075,Music,40.775377,-73.95858,cultural_center,-1
184,National Academy of Design,1083 Fifth Avenue,10128,Museum,40.78377,-73.958781,cultural_center,-1
185,"Booklyn, Inc.",37 Greenpoint Avenue,11222,Visual Arts,40.729756,-73.958998,cultural_center,-1
186,New York Conservatory of Music,321 East 69th Street,10021,Music,40.766583,-73.95908,cultural_center,-1
187,"Music at the Anthology, Inc.",260 West Broadway,10013,Music,40.708935,-73.959386,cultural_center,-1
188,Solomon R. Guggenheim Foundation,1071 Fifth Avenue,10128,Museum,40.782925,-73.959391,cultural_center,-1
189,"Take Wing and Soar Productions, Inc.","45 Tiemann Place, Ste. 3G",10027,Theater,40.815436,-73.959465,cultural_center,-1
190,Southside United Housing Development Fund Corp,213 South 4th Street,11211,Museum,40.710664,-73.959594,cultural_center,-1
191,"Fulton Art Fair, Inc.",57 Putnam Avenue,11238,Visual Arts,40.682901,-73.959925,cultural_center,-1
192,"Harlem Chamber Players, Inc.",191 Claremont Avenue #25,10027,Music,40.814874,-73.960206,cultural_center,-1
193,Beth Morrison Projects,666 Ocean Avenue #D1,11226,Music,40.646568,-73.960354,cultural_center,-1
194,Colonial Dames of America/Mount Vernon Hotel Museum & Garden,421 East 61st Street,10065,Museum,40.760589,-73.960401,cultural_center,-1
195,"CBD Music, Inc.",552 Riverside Drive,10027,Music,40.816576,-73.960545,cultural_center,-1
196,"Music Before 1800, Inc.",529 West 121 Street,10027,Music,40.810834,-73.960664,cultural_center,-1
197,"Original Music Workshop, Inc.",80 N. 6th Street,11249,Music,40.719113,-73.961277,cultural_center,-1
198,Willie Mae Rock Camp for Girls,495 Flatbush Avenue,11225,Music,40.662184,-73.961754,cultural_center,-1
199,Manhattan School of Music,120 Claremont Avenue,10027,Music,40.812588,-73.961848,cultural_center,-1
200,South Wing Theatre Company,"221 East 18th Street, Ste. 3",11226,Theater,40.645814,-73.962376,cultural_center,-1
201,Classical Domain,218 East 18th Street,10003,Music,40.645866,-73.962408,cultural_center,-1
202,Metropolitan Museum of Art,1000 Fifth Avenue,10028,Visual Arts,40.778633,-73.962546,cultural_center,-1
203,"Omni Ensemble, Ltd.",23 Wellington Court,11230,Music,40.630748,-73.962672,cultural_center,-1
204,Brooklyn Institute of Arts and Sciences,200 Eastern Parkway,11238,Visual Arts,40.671835,-73.963042,cultural_center,-1
205,"Orpheus Chamber Orchestra, Inc.","490 Riverside Drive, 11th Floor",10027,Music,40.812306,-73.963607,cultural_center,-1
206,ID Studio Theater Performance and Research Center,531 West 112th Street,10025,Theater,40.804684,-73.963915,cultural_center,-1
207,"13 Playwrights, Inc.","195 Willoughby Avenue, #402",11205,Theater,40.692048,-73.964181,cultural_center,-1
208,Whitney Museum of American Art,945 Madison Avenue,10021,Museum,40.773457,-73.964199,cultural_center,-1
209,"Aks Chorale, Inc.",429 East 52nd Street,10022,Music,40.754801,-73.964447,cultural_center,-1
210,Asia Society,725 Park Avenue,10021,Museum,40.770032,-73.964594,cultural_center,-1
211,"Sweet Jane Productions, Inc.","37 Grand Avenue, 3rd Floor",11205,Theater,40.696728,-73.964666,cultural_center,-1
212,So Percussion,20 Grand Avenue,11205,Music,40.697112,-73.964763,cultural_center,-1
213,"Theater Three Collaborative, Inc.",14A St. James Place,11205,Theater,40.689309,-73.965077,cultural_center,-1
214,"Pride Not Prejudice, Inc.",407 Rugby Rd,11226,Theater,40.639804,-73.965096,cultural_center,-1
215,"East River Ensemble, Inc.","58 Grand Street, 1st Floor",11211,Theater,40.715908,-73.965099,cultural_center,-1
216,"Association for Development of Dramatic Arts, Inc.","301 East 57th St., 3rd Fl.",10022,Theater,40.759264,-73.96517,cultural_center,-1
217,Emmanuel Baptist Church in Brooklyn,279 Lafayette Avenue,11238,Music,40.688279,-73.965287,cultural_center,-1
218,"New York Collegium, Inc.",869 Lexington Avenue,10021,Music,40.766118,-73.965336,cultural_center,-1
219,"Character Studies Productions, Inc.",202 West 107th Street 6-W,10025,Theater,40.801229,-73.965513,cultural_center,-1
220,"Inoue Chamber Ensemble, Inc.","440 Riverside Drive, Suite 126",10027,Music,40.808999,-73.965686,cultural_center,-1
221,"Roust Theatre Company, Inc.","211 West 107th Street, Apt. 5W",10025,Theater,40.801363,-73.965791,cultural_center,-1
222,Death By Audio,49 South 2nd St,11221,Music,40.71452,-73.965955,cultural_center,-1
223,Myrtle Avenue Revitalization Project,"472 Myrtle Avenue, Second Floor",11205,Visual Arts,40.693377,-73.966431,cultural_center,-1
224,Council of Peoples Organization,1081 Coney Island Avenue,11230,Music,40.631068,-73.966441,cultural_center,-1
225,"Repast Ensemble, Inc.",61 Eastern Pkwy,11238,Music,40.672797,-73.966513,cultural_center,-1
226,"Society of Illustrators, Inc.",128 East 63rd Street,10065,Museum,40.764897,-73.966774,cultural_center,-1
227,"TENET NYC, Inc.",262 West 107th Street,10025,Music,40.801836,-73.966947,cultural_center,-1
228,"Brave New World Repertory Theatre, Inc.",303 Westminster Road,11218,Theater,40.641295,-73.967271,cultural_center,-1
229,"Naumburg Orchestral Concerts, Inc.","300 Central Park West, Apt. 18 H",10024,Music,40.788063,-73.967315,cultural_center,-1
230,"Collaborative Urban Sculpture, Inc.",62 Washington Ave. #1,11205,Visual Arts,40.69688,-73.967587,cultural_center,-1
231,Frick Collection,1 East 70th Street,10021,Museum,40.771054,-73.967749,cultural_center,-1
232,"Bedlam, Inc.","2753 Broadway,",10025,Theater,40.801216,-73.967901,cultural_center,-1
233,"Bloomingdale School of Music, Inc.",323 West 108th Street,10025,Music,40.80314,-73.968073,cultural_center,-1
234,Opera on Tap,320 Stratford Road,11218,Music,40.640787,-73.968144,cultural_center,-1
235,Dicapo Opera Theatre Corp.,"220 East 54th Street, Ste. 11J",10022,Music,40.758033,-73.968261,cultural_center,-1
236,New York Repertory Orchestra,"949 West End Avenue, Ste. 4D",10025,Music,40.801842,-73.968457,cultural_center,-1
237,"Nicholas Roerich Museum, Inc.",319 West 107 Street,10025,Museum,40.802517,-73.968507,cultural_center,-1
238,"Impact Theatre, Inc.","210 West 101st Street, #2B",10025,Theater,40.797538,-73.968755,cultural_center,-1
239,Turtle Bay Music School,244 East 52nd Street,10022,Music,40.75663,-73.968814,cultural_center,-1
240,"Brazilian Endowment for the Arts, Inc.",240E 52nd street,10022,Music,40.756658,-73.968879,cultural_center,-1
241,"Japan Society, Inc.",333 East 47th Street,10017,Museum,40.752645,-73.969054,cultural_center,-1
242,"New Amsterdam Presents, Inc.",417 Myrtle Ave. #101,11205,Music,40.693133,-73.969121,cultural_center,-1
243,"Edge Theater Company, Inc.","880 Third Avenue, 16th floor",10022,Theater,40.75791,-73.969254,cultural_center,-1
244,Girl Be Heard Institute,"80 East 11th St, Suite 301A",10003,Theater,40.646843,-73.969294,cultural_center,-1
