Name,Address,Postcode,Type,Latitude,Longitude,Category
Nishida Sho-ten,302 E 49th St,10017,japanese,40.753969,-73.968722,restaurant
Crave Fishbar,945 2nd Ave,10022,seafood,40.755136,-73.968683,restaurant
Ollie's Noodle Shop & Grille,2705 Broadway,10025,chinese,40.79942,-73.96868,restaurant
Nishida Sho-ten NEXT,304 E 49th St,10017,japanese,40.75394,-73.96864,restaurant
Sun-Chan Japanese Restaurant,2707 Broadway,10025,japanese,40.7995,-73.9686399,restaurant
Mexican Deli,2711 Broadway,10025,mexican,40.7996094,-73.9685912,restaurant
The Stag's Head,252 E 51st St,10022,american,40.755592,-73.968588,restaurant
The Horny Ram,951 2nd Ave,10022,american,40.75528,-73.96857,restaurant
Peak Thai Restaurant,301 E 49th St,10017,thai,40.7542526,-73.9685278,restaurant
Mee Noodle Shop & Grill,930 2nd Ave,10022,chinese,40.754463,-73.968518,restaurant
Sip Sak,928 2nd Ave,10022,healthy,40.754336,-73.968502,restaurant
Yama 49,308 E 49th St,10017,japanese,40.753865,-73.968477,restaurant
Nourish,637A Vanderbilt Ave,11238,thai,40.677941,-73.968455,restaurant
The Bar Room,117 E 60th St,10022,american,40.763409,-73.968449,restaurant
Cataldo's Restaurant,554 Vanderbilt Ave,11238,italian,40.6800799,-73.96832,restaurant
Yakiniku Gen,250 E 52nd St,10022,korean,40.75611,-73.96815,restaurant
Myrtle Thai,438 Myrtle Ave,11205,thai,40.69308,-73.96814,restaurant
Noche Mexicana,842 Amsterdam Ave,10025,mexican,40.79742,-73.96814,restaurant
Fumo,2791 Broadway,10025,pizza,40.80284,-73.968119,restaurant
Peking Duck House,236 E 53rd St,10022,chinese,40.756912,-73.968109,restaurant
Vote For Pedro Tequila & Tacos,231 E 53rd St,10022,mexican,40.75725,-73.96808,restaurant
Unagi-Ya Hachibei,238 E 53rd St,10022,japanese,40.757,-73.96805,restaurant
Little Thai Kitchen,231 E 53rd St,10022,thai,40.757359,-73.968025,restaurant
Spice & Grill : The Indian Kitchen,441 Myrtle Ave,11205,healthy,40.6933894,-73.9679912,restaurant
Little Tong Noodle Shop,235 E 53rd St,10022,chinese,40.75721,-73.96799,restaurant
Totto Ramen - Midtown East,248 E 52nd St,10022,japanese,40.75621848,-73.96797229,restaurant
Cascabel Taqueria,2799 Broadway 108th St,10025,mexican,40.80291367,-73.9679587,restaurant
Barano,26 Broadway,11249,pizza,40.710372,-73.96794,restaurant
Tacovision,244 E 53rd St,10004,mexican,40.75682003,-73.9678929,restaurant
White Tiger,601 Vanderbilt Ave,11238,korean,40.67947,-73.96785,restaurant
The Kati Roll Company,229 E 53rd St,10022,indian,40.75726803,-73.96781445,restaurant
Malaysia Grill,224 W 104th St,10024,vietnamese,40.79948,-73.96775,restaurant
Tomi Jazz,239 E 53rd St,10022,japanese,40.75725,-73.96774,restaurant
Szechuan Garden,239 W 105th St,10025,chinese,40.80037197,-73.96764913,restaurant
Daniel,60 E 65th St,10065,american,40.76677368,-73.967607,restaurant
Il Porto Ristorante,37 Washington Ave,11205,italian,40.6974427,-73.9675197,restaurant
Thai 101 Bistro,448 Myrtle Ave,11205,thai,40.69303131,-73.96749878,restaurant
Little Italy Pizza,958 3rd Ave,10022,pizza,40.7605713,-73.9674812,restaurant
Jalsa - Grill & Gravy,964 Coney Island Ave,11230,indian,40.63393,-73.96746,restaurant
Brooklyn's Homeslice Pizzeria,567 Vanderbilt Ave,11238,pizza,40.680702,-73.967455,restaurant
Chuko,565 Vanderbilt Ave,11238,korean,40.680784,-73.967455,restaurant
Hutong,731 Lexington Ave,10022,chinese,40.761551,-73.967443,restaurant
Szechuan Garden,251 E 53rd St,10022,chinese,40.7570698,-73.9674267,restaurant
Bar Bolinas,455 Myrtle Ave,11205,american,40.693499,-73.967389,restaurant
Buchetta Brick Oven Pizza,201 W 103rd St,10025,pizza,40.7987564,-73.9673846,restaurant
108 Food Dried Hot Pot,2794 Broadway,10025,chinese,40.80271,-73.96738,restaurant
Patrizia's - Williamsburg,35 Broadway,11249,pizza,40.71084,-73.96735,restaurant
Koko Wings,248 W 106th St,10025,korean,40.80096,-73.96734,restaurant
Lilli & Loo,792 Lexington Ave,10065,chinese,40.763858,-73.967269,restaurant
A plus Thai Place,1007 2nd Ave,10022,thai,40.757059,-73.967248,restaurant
Da Ciro Brooklyn,458 Myrtle Ave,11205,pizza,40.6931299,-73.96716,restaurant
David Burke Tavern,135 E 62nd St,10065,seafood,40.76436,-73.96714,restaurant
Arco Cafe,886 Amsterdam Ave,10025,seafood,40.7988462,-73.967065,restaurant
Amata,209 E 56th St,10022,italian,40.759426,-73.967063,restaurant
New Kam Lai,890 Amsterdam Ave,10025,chinese,40.7989112,-73.967015,restaurant
Casa Mexicana,894 Amsterdam Ave,10025,mexican,40.7989892,-73.966955,restaurant
Memoria Restaurant,1004 2nd Ave,10022,italian,40.75679,-73.96679,restaurant
Gina Mexicana,145 E 61st St,10021,mexican,40.763456,-73.966753,restaurant
Land of Plenty,204E 58th St,10022,chinese,40.76063,-73.96664,restaurant
Misi,329 Kent Ave,11249,italian,40.71341,-73.96662,restaurant
Famous Famiglia Pizzeria,2859 Broadway,10025,pizza,40.8047916,-73.9665391,restaurant
Tsukushi,357 E 50th St,10017,japanese,40.75414,-73.96648,restaurant
City Eats,1026 2nd Ave,10022,healthy,40.75745,-73.96641,restaurant
The Tang - Upper West Side,920 Amsterdam Ave,10025,thai,40.80006,-73.96639,restaurant
El Rey del Sabor,166 E 60th St,10021,mexican,40.76224003,-73.96638182,restaurant
Grand Sichuan Eastern,1049 2nd Ave,10022,chinese,40.75831,-73.96636,restaurant
The Bear,48 S 4th St,11211,mexican,40.7128339,-73.9663587,restaurant
The Juicy Seafood,1047A 2nd Ave,10022,seafood,40.7582499,-73.96633,restaurant
Himalayan Curry house,254 W 108th St,10025,indian,40.80232756,-73.96627163,restaurant
JJ Kitchen,475 B Myrtle Ave,11205,chinese,40.69354,-73.96627,restaurant
Shaking Crab,2869 Broadway,10025,seafood,40.80521,-73.96627,restaurant
Uncle Luoyang,928 Amsterdam Ave,10025,chinese,40.80023,-73.96626,restaurant
NY Grill & Deli,882 1st Ave,10022,pizza,40.753608,-73.966163,restaurant
Koronet Pizza,2848 Broadway,10025,pizza,40.80442,-73.966056,restaurant
Liberty Pizzeria,482 Myrtle Ave,11205,pizza,40.693225,-73.966018,restaurant
ZAVŌ Restaurant & Lounge,1011 3rd Ave,10065,seafood,40.76226551,-73.96598714,restaurant
The Ellington,936 Amsterdam Ave,10025,american,40.800714,-73.965906,restaurant
FREEHOLD,45 S 3rd St,11249,american,40.7136054,-73.965905,restaurant
Loco Coco,835 Lexington Ave,10065,healthy,40.76512,-73.96587,restaurant
Chola,232 E 58th St,10022,indian,40.76026,-73.96576,restaurant
Grain House,929 Amsterdam Ave,10025,chinese,40.80012767,-73.96575384,restaurant
Patsy’s Pizzeria,206 E 60th St,10022,pizza,40.76177,-73.96575,restaurant
Corthaiyou,1310 Cortelyou Rd,11226,thai,40.640433,-73.965713,restaurant
JoJo,160 E 64th St,10065,american,40.76506,-73.96571,restaurant
Wu & Nussbaum,2897 Broadway,10025,chinese,40.80611992,-73.96570589,restaurant
Purple Yam,1314 Cortelyou Rd,11226,korean,40.64020613,-73.96565385,restaurant
Mill Korean,2895 Broadway,10025,korean,40.80602256,-73.96565217,restaurant
Diner,85 Broadway,11249,american,40.71069,-73.96559,restaurant
Ume Williamsburg,237 Kent Ave,11249,seafood,40.71657,-73.96559,restaurant
Living Thai,931 Amsterdam Ave,10025,thai,40.80004,-73.96559,restaurant
Hale and Hearty Soups,849 Lexington Ave,10065,vietnamese,40.76551775,-73.9655731,restaurant
The Shadmoor,1066 2nd Ave,10022,american,40.75866,-73.9655499,restaurant
Scalinatella Restaurant,201 E 61st St,10065,italian,40.76278232,-73.96548294,restaurant
1 or 8,66 S 2nd St,11249,japanese,40.714257,-73.965457,restaurant
Luigi's Pizzeria,326 Dekalb Ave,11205,pizza,40.6897,-73.965369,restaurant
Dig Inn,2884 Broadway,10025,american,40.8055649,-73.9653549,restaurant
Panchos,964 Amsterdam Ave,10025,mexican,40.8015,-73.96534,restaurant
Sunday in Brooklyn,348 Wythe Ave,11249,american,40.714145,-73.965322,restaurant
Mama's Pizzeria,941 Amsterdam Ave,10025,pizza,40.80045,-73.9653,restaurant
Thai Market,960 Amsterdam Ave,10025,vietnamese,40.80132,-73.96529,restaurant
Al Horno Lean Mexican Kitchen,1089 2nd Ave,10022,mexican,40.75967,-73.96525,restaurant
Taqueria Y Fonda,968 Amsterdam Ave,10025,mexican,40.8016168,-73.965212,restaurant
Kurant,1091 2nd Ave,10022,american,40.75971,-73.96521,restaurant
Junzi Kitchen,2896 Broadway,10025,chinese,40.80576419,-73.9652019,restaurant
Muscle Maker Grill Midtown East,1099 2nd Ave,10022,healthy,40.759941,-73.965156,restaurant
La Villetta,398 E 52nd St,10022,italian,40.7549171,-73.9650879,restaurant
Nobody Told Me,951 Amsterdam Ave,10025,american,40.80076,-73.96507,restaurant
Come Prima Ristorante,903 Madison Ave,10021,italian,40.7721165,-73.96503739,restaurant
The OX Tavern,1301 Newkirk Ave,11230,american,40.63489,-73.96497,restaurant
Loosie Rouge,91 S 6th St,11249,healthy,40.71102,-73.96489,restaurant
Aurora,70 Grand St,11249,italian,40.715621,-73.964757,restaurant
sweetgreen,2937 Broadway,10025,healthy,40.80729398,-73.9647533,restaurant
Happy Hot Hunan,969 Amsterdam Ave,10025,chinese,40.80133,-73.96466,restaurant
Kitchen Grill Indian Restaurant,914A Fulton St,11238,indian,40.6827929,-73.9644377,restaurant
Pho Saigon,987 1st Ave,10022,vietnamese,40.75658994,-73.96442547,restaurant
Roti Roll Bombay Frankie,994 Amsterdam Ave,10025,indian,40.8026,-73.96437,restaurant
Mr Chow,324 E 57th St,10022,chinese,40.7588502,-73.96433763,restaurant
Look By Plant Love House,622 Washington Ave,11238,vietnamese,40.67987,-73.96433,restaurant
Sofia Pizza Shoppe,989 1st Ave,10022,pizza,40.75674,-73.96431,restaurant
Mallenche Mexican Grill,1621 Church Ave,11226,mexican,40.64911,-73.96427,restaurant
Nimbooda,664 Washington Ave,11238,indian,40.67825,-73.96419,restaurant
The Infamous Bistro,1012 Amsterdam Ave,10025,american,40.80280228,-73.96416555,restaurant
Passatempo,79 Grand St,11249,italian,40.715837,-73.964147,restaurant
The Hamilton,998 Amsterdam Ave,10025,american,40.80276688,-73.96402142,restaurant
La Nonna Ristorante & Bar,184 Kent Ave,11249,italian,40.71846879,-73.96391855,restaurant
Spice Thai,394 Bedford Ave,11249,thai,40.710786,-73.963886,restaurant
V & T Pizzeria & Restaurant,1024 Amsterdam Ave,10025,pizza,40.80334,-73.96383,restaurant
Hula Poke,1028 Amsterdam Ave,10025,japanese,40.80346,-73.96374,restaurant
La Nonna Krispy Krust Pizza,175 Kent Ave,11211,pizza,40.717953,-73.9637027,restaurant
Tartina,1034 Amsterdam Ave,10025,italian,40.8035073,-73.9636591,restaurant
La Superior,295 Berry St,11211,mexican,40.71357,-73.96363,restaurant
Mexicocina Agaveria,708 Washington Ave,11238,mexican,40.67688507,-73.96361411,restaurant
Citrico,681 Washington Ave,11238,mexican,40.6768903,-73.96352665,restaurant
Kimchi Grill,766 Washington Ave,11238,korean,40.6750885,-73.9634982,restaurant
Cantina Royal,58 N 3rd St,11211,mexican,40.71754163,-73.96348659,restaurant
Manna Korean Food,2895 Broadway,10027,korean,40.8083435,-73.96347876,restaurant
Pie Pie Pizza,924 Columbus Ave,10025,pizza,40.79889,-73.96347,restaurant
Motorino,139 Broadway,11211,pizza,40.710559,-73.963462,restaurant
Ogliastro,784 Washington Ave,11238,pizza,40.674397,-73.963448,restaurant
OTB,141 Broadway,11211,american,40.71054,-73.96339,restaurant
Oath Pizza - East 67th Street,1142 3rd Ave,10065,pizza,40.7664835,-73.9633564,restaurant
Six8Nine,689 Washington Ave,11238,thai,40.67664,-73.963342,restaurant
Mekong,917 Columbus Ave,10025,thai,40.7984,-73.96326,restaurant
Lowerline,794 Washington Ave,11238,seafood,40.67421,-73.96324,restaurant
Sunshine,780 Washington Ave,11238,american,40.6746035,-73.9631644,restaurant
KALBI,117TH ST & BROADWAY,10026,korean,40.8088084,-73.96313332,restaurant
The Jeffrey Craft Beer & Bites,311 E 60th St,10022,american,40.7611,-73.963,restaurant
Ayurvedic plate,1616 Cortelyou Rd,11226,indian,40.6416869,-73.9629945,restaurant
Curry King,942 Columbus Ave,10025,indian,40.79956628,-73.96298248,restaurant
Locanda Vini e Olii,129 Gates Ave,11238,italian,40.685007,-73.962943,restaurant
Natural Blend,769A Washington Ave,11238,healthy,40.6738776,-73.9628763,restaurant
U-gu,541 Myrtle Ave,11205,japanese,40.69393,-73.96284,restaurant
Mariella Pizza,965 Lexington Ave,10021,pizza,40.769161,-73.962821,restaurant
Saiguette,935 Columbus Ave,10025,thai,40.79902,-73.96281,restaurant
Nacho Macho Taco,417 Prospect Pl,11238,mexican,40.67640681,-73.96272753,restaurant
Caffe dei Fiori,973 Lexington Ave,10021,italian,40.76935,-73.9627,restaurant
Brooklyn Pizza Masters,1055 1st Ave,10022,pizza,40.7588567,-73.9626842,restaurant
Oaxaca Taqueria,130 Grand St,11249,mexican,40.7148433,-73.9626569,restaurant
Khao Sarn,338 Bedford Ave,11249,thai,40.7129,-73.96261,restaurant
Kiss My Slice,401 E 57th St,10022,pizza,40.75842,-73.96261,restaurant
Ramen Andante,130 Grand St,11249,korean,40.7148695,-73.9625803,restaurant
Peaches Shrimp and Crab,285 Grand Ave,11238,seafood,40.6879838,-73.9625478,restaurant
Jardino Restaurant,1159 3rd Ave,10065,italian,40.76686,-73.96249,restaurant
Adyar Ananda Bhavan,1071 1st Ave,10022,indian,40.759381,-73.962489,restaurant
Peter Luger,178 Broadway,11211,american,40.709945,-73.962478,restaurant
Midtown Catch,405 E 57th St,10022,seafood,40.75826459,-73.96246955,restaurant
Taqueria Mexico 2000,131 Grand St,11249,mexican,40.71509,-73.96246,restaurant
Pa Pa Thai Cuisine,1069 1st Ave,10022,chinese,40.75937782,-73.96241548,restaurant
Doaba Deli,945 Columbus Ave,10025,healthy,40.7994,-73.9624,restaurant
The Shanti Shack,85 N 3rd St,11249,healthy,40.7171867,-73.9623409,restaurant
Monarch Theater Restaurant,146 Metropolitan Ave,11249,thai,40.71595,-73.96222,restaurant
Sheshe Pizzeria,961 Columbus Ave,10025,pizza,40.7999475,-73.9621495,restaurant
Pink Moose,1070 1st Ave,10022,pizza,40.75911,-73.96212,restaurant
Roll Play,90 Kent Ave,11211,vietnamese,40.7214853,-73.9621174,restaurant
Monk's Meats,90 Kent Ave,11211,healthy,40.721483,-73.962117,restaurant
Burgerim,318 Bedford Ave,11249,american,40.713547,-73.96206033,restaurant
So Pho 88,314 Bedford Ave,11211,vietnamese,40.71363129,-73.96199408,restaurant
jajaja,103 N 3rd St,11249,mexican,40.71684,-73.96197,restaurant
Vish Hummus & Happiness,103 North 3rd St,11249,healthy,40.71684,-73.96197,restaurant
Piade,103 N 3rd St,11249,italian,40.71684,-73.96197,restaurant
Di Fara Pizza,103 N 3rd St,11249,pizza,40.71684,-73.9619699,restaurant
Lobster Joint - Williamsburg,103 N 3rd St,11249,seafood,40.71692278,-73.96196604,restaurant
Pokito,155 S 4th St,11211,american,40.71162,-73.96184,restaurant
Osteria 106,53 W 106 St,10025,italian,40.79894,-73.96174,restaurant
The Levee,212 Berry St,11211,american,40.71633038,-73.96172047,restaurant
Kikoo Sushi,998 Columbus Ave,10025,japanese,40.8016099,-73.96164,restaurant
Ortomare Ristorante Pizzeria,994 Columbus Ave,10025,italian,40.80124,-73.96161,restaurant
Luscious Thai,1099 1st Ave,10065,thai,40.76047,-73.96157,restaurant
Di Fara Pizza,1424 Ave J,11230,pizza,40.625093,-73.961531,restaurant
Red Hot Hot Pot,1000 Columbus Ave,10025,korean,40.8014032,-73.9615043,restaurant
Maison Premiere,298 Bedford Ave,11249,seafood,40.7142031,-73.9614855,restaurant
Quantum Leap,1103 1st Ave,10065,healthy,40.7605446,-73.96147344,restaurant
Taqueria El Patron Mexican Grill,51 Lincoln Rd,11225,mexican,40.66092806,-73.96142672,restaurant
Pies-n-Thighs,166 S 4th St,11211,american,40.711191,-73.961424,restaurant
Viva Toro,188 Berry St,11249,mexican,40.7166,-73.96136,restaurant
Salt + Charcoal,171 Grand St,11249,japanese,40.71453,-73.9613511,restaurant
Dim Sum Bar,167 Grand St,11249,chinese,40.714735,-73.961346,restaurant
Giovanni's Pizza,1011 Columbus Ave,10025,pizza,40.80131628,-73.96128327,restaurant
Food Sing,172 Grand St,11211,chinese,40.714324,-73.961257,restaurant
The Atlantic Boat Club,990 Atlantic Ave,11238,seafood,40.68025,-73.96117,restaurant
Hunan Chen's Kitchen,1003 Columbus Ave,10025,chinese,40.80133,-73.96113,restaurant
Roebling Pizza,326 Roebling St,11211,pizza,40.70848907,-73.96109407,restaurant
Treadwell Park,1125 1st Ave,10065,american,40.7614,-73.9609,restaurant
King of Tandoor,600 Flatbush Ave,11225,indian,40.65889359,-73.96085358,restaurant
Akariba,77 N 6th St,11249,japanese,40.7189722,-73.9608301,restaurant
Zenkichi New York,77 N 6th St,11249,japanese,40.71897,-73.96081,restaurant
Slow Loris,556 Flatbush Ave,11225,korean,40.6601311,-73.9607934,restaurant
Tikka Indian Grill,185 Grand St,11211,indian,40.71441,-73.96078,restaurant
Lazy Siu's,742 Driggs Ave,11211,chinese,40.71261,-73.96077,restaurant
Rosarito Fish Shack,168 Wythe Ave,11211,seafood,40.7195575,-73.9607528,restaurant
Culture Tea Bar,3111 Broadway,10027,vietnamese,40.81293,-73.96064,restaurant
Moti Mahal Delux,1149 1st Ave,10065,indian,40.76213,-73.9605,restaurant
High Lúa Vietnamese Kitchen,182 S 2nd St,11211,vietnamese,40.71258,-73.96045,restaurant
Birds of a Feather,191 Grand St,11211,vietnamese,40.71442,-73.960441,restaurant
Roy's Fish Market,1138 1st Ave,10065,seafood,40.76173473,-73.96041717,restaurant
Amy Thai Bistro,545 Flatbush Ave,11225,thai,40.660748,-73.960415,restaurant
Zen Yai Noodle Bar,208 Grand St,11211,chinese,40.713897,-73.960337,restaurant
Samurai Mama,205 Grand St,11211,korean,40.71402088,-73.96032572,restaurant
Dokebi Bar & Grill,199 Grand St,11211,korean,40.71421,-73.9603,restaurant
Pisticci,125 La Salle St,10027,american,40.8141624,-73.960288,restaurant
Tony's Pizza Spot,431 DeKalb Ave,11205,pizza,40.6905899,-73.96018219,restaurant
Imli Urban Indian Food,1136 1st Ave,10065,indian,40.76166606,-73.96013897,restaurant
Sea,114 N 6th St,11211,vietnamese,40.71807,-73.960044,restaurant
Speedy Romeo,376 Classon Ave,11238,pizza,40.68751548,-73.95987447,restaurant
La Salle Dumpling Room,3141 Broadway,10027,thai,40.81403,-73.95983,restaurant
Donna Margherita,1304 2nd Ave,10065,italian,40.76652,-73.9598,restaurant
Cap't Loui,3147 Broadway,10027,seafood,40.81431,-73.9598,restaurant
The Spotted Dog,1154 1st Ave,10065,american,40.76235217,-73.9597779,restaurant
Bettolona,3143 Broadway,10027,italian,40.8141032,-73.9597766,restaurant
Oita Sushi,1317A 2nd Ave 69th St,10021,japanese,40.767249,-73.959768,restaurant
Kimbap Lab,238 Bedford Ave,11249,healthy,40.71611,-73.95974,restaurant
Taste Korea 232,232 Taaffe Pl,11205,korean,40.69108105,-73.95971847,restaurant
Koronet Pizza,1110 Lexington Ave,10075,pizza,40.77408,-73.95969,restaurant
El Porton Mexican Restaurant Bar,3151 Broadway,10027,mexican,40.81452,-73.95966,restaurant
Parkside,705 Flatbush Ave,11225,pizza,40.655949,-73.959599,restaurant
Ginger Root Vegan,1164 1st Ave,10065,vietnamese,40.7624721,-73.95959776,restaurant
Chapati House,3153 Broadway,10027,indian,40.814613,-73.95959,restaurant
Lunetta Pizza,1162 1st Ave,10065,pizza,40.762397,-73.959579,restaurant
Belly,219 Grand St,11211,korean,40.7139161,-73.9595309,restaurant
MIGHTY Bowl,1109 Lexington Ave,10075,chinese,40.7738,-73.95945,restaurant
Naked Dog,47 Java St,11222,american,40.73127207,-73.95934936,restaurant
Peking Garden,3163 Broadway,10027,chinese,40.8149986,-73.9592896,restaurant
Kent Ale House,51 Kent Ave,11249,american,40.72232819,-73.9592514,restaurant
Afghan Kebab House II,1345 2nd Ave,10021,indian,40.768066,-73.959243,restaurant
sweetgreen,162 N 4th St,11211,healthy,40.71580379,-73.95923398,restaurant
Tom's Delicious Pizza,3161 Broadway,10027,pizza,40.81486,-73.95923,restaurant
Il Divo,1347 2nd Ave At E 71st St,10021,italian,40.76816,-73.959204,restaurant
Zawa Japanese,354 E 66th St,10065,japanese,40.76397,-73.9592,restaurant
Sliced By Harlem Pizza,1215 Amsterdam Ave,10027,pizza,40.80909,-73.95918,restaurant
The Candle Cafe,1307 3rd Ave,10021,vietnamese,40.771434,-73.959146,restaurant
Angkor Cambodian Bistro,408 E 64th St,10065,seafood,40.76226,-73.95914,restaurant
Joe's Pizza,216 Bedford Ave,11249,pizza,40.71691,-73.958987,restaurant
Tang's Garden,1328 3rd Ave,10021,chinese,40.7722574,-73.9589547,restaurant
Don Filippo Restaurant,1133 Lexington Ave,10021,pizza,40.774562,-73.958892,restaurant
Williamsburg Thai Cuisine,212 Bedford Ave,11249,thai,40.71699,-73.9588799,restaurant
Element Seafood,50 Franklin Ave,11205,seafood,40.6975698,-73.9588118,restaurant
Jin Ramen - West Harlem,3183 Broadway,10027,korean,40.8154774,-73.9587672,restaurant
Red Bowl,208 Bedford Ave,11211,chinese,40.71704939,-73.95876218,restaurant
Pizza Park,1233 1st Ave,10021,pizza,40.76438072,-73.95870566,restaurant
Candle 79,154 E 79th St,10075,vietnamese,40.774627,-73.958697,restaurant
Surf Bar,139 N 6th St,11249,seafood,40.71770485,-73.95866517,restaurant
Pokébāb,209 Bedford Ave,11211,korean,40.71683,-73.95866,restaurant
Oregano,102 Berry St,11249,italian,40.7190165,-73.9586248,restaurant
Silver Factory,270 South 5th St,11211,american,40.709227,-73.958598,restaurant
Ako,205 Bedford Ave,11211,japanese,40.7169049,-73.9585858,restaurant
MidiCi Neapolitan Pizza,174 N 4th St,11211,pizza,40.71529,-73.95858,restaurant
Spice Saigon,1237 1st Ave,10065,chinese,40.76456218,-73.95857277,restaurant
Xixa,241 S 4th St,11211,mexican,40.7104,-73.95854,restaurant
Midnights,149 N 6th St,11249,american,40.71748,-73.95843,restaurant
Franklin820,820 Franklin Ave,11225,american,40.66995,-73.95839,restaurant
Bar314,1260 Amsterdam Ave,10027,italian,40.810854,-73.958384,restaurant
Oaxaca Taqueria,1264 Amsterdam Ave,10027,mexican,40.81103134,-73.95838165,restaurant
Shanghai,1388 2nd Ave,10021,chinese,40.768291,-73.958381,restaurant
Barton G,400 E 67th St,10065,seafood,40.76449,-73.95838,restaurant
Mahal Kita,184 Havemeyer St,11211,indian,40.7106773,-73.9582807,restaurant
Rustik Tavern,471 Dekalb Ave,11205,american,40.690801,-73.958279,restaurant
Di An Di,68 Greenpoint Ave,11222,vietnamese,40.729526,-73.958244,restaurant
Rangoli Exquisite Indian Cuisine,1393 A 2nd Ave,10021,indian,40.7693,-73.95823,restaurant
3 ROOTS,159 Franklin St,11222,healthy,40.731858,-73.9582159,restaurant
Max Soha,1274 Amsterdam Ave,10027,italian,40.811302,-73.958183,restaurant
Dun Huang - Upper West,1268 Amsterdam Ave,10027,chinese,40.81106,-73.95818,restaurant
Javelina,1395 2nd Ave,10021,mexican,40.7694,-73.95816,restaurant
Sushi Noz,181 E 78th St,10075,japanese,40.77385,-73.95813,restaurant
Ital Kitchen,1032 Union St,11225,healthy,40.66962,-73.95804,restaurant
Persepolis,1407 2nd Ave,10021,healthy,40.76984,-73.958015,restaurant
Madre,214 Franklin St,11222,american,40.73311,-73.95798,restaurant
99c Pizza,297 Broadway,11211,pizza,40.70855457,-73.95796892,restaurant
Vera Cruz,195 Bedford Ave,11211,mexican,40.71729,-73.9579399,restaurant
Tri Dim Shanghai,1378 3rd Ave,10075,chinese,40.77395,-73.95793,restaurant
Aita Trattoria,798A Franklin Ave,11238,italian,40.67120951,-73.95792556,restaurant
Extra Fancy,302 Metropolitan Ave,11211,seafood,40.71446434,-73.95791746,restaurant
Mission Ceviche,1400 2nd Ave,10021,seafood,40.7692325,-73.9578759,restaurant
De Mole,2 Hope St,11211,mexican,40.71377,-73.95786,restaurant
Anella,222 Franklin St,11222,american,40.73327,-73.95786,restaurant
Memphis Seoul,569 Lincoln Pl,11238,korean,40.6716953,-73.9578342,restaurant
L'industrie Pizzeria,254 S 2nd St,11211,pizza,40.71162,-73.95783,restaurant
Franklin Pizza,109 Franklin St,11222,pizza,40.729684,-73.957827,restaurant
Nikko,1280 Amsterdam Ave,10027,japanese,40.81156,-73.95781,restaurant
Ganni's Pizza,652 Myrtle Ave,11205,pizza,40.69419,-73.957809,restaurant
Kabob Shack,182 Havemeyer St,11211,indian,40.71066354,-73.95778305,restaurant
Bigoi Venezia,1415 2nd Ave,10021,italian,40.770036,-73.9577755,restaurant
Panda Express,1277 1st Ave,10021,vietnamese,40.76581723,-73.95777293,restaurant
West Place,1288 Amsterdam Ave,10027,chinese,40.8116735,-73.957693,restaurant
Go! Go! Curry!,567 W 125th St,10027,japanese,40.8156108,-73.957681,restaurant
Patsy's Pizzeria,1279 1st Ave,10065,pizza,40.76586802,-73.95766011,restaurant
Kome Waza,1275 1st Ave,10065,japanese,40.76585,-73.95765,restaurant
Up Thai,1411 2nd Ave,10021,vietnamese,40.76982759,-73.95763309,restaurant
Mama Pho,172 Bedford Ave,11249,vietnamese,40.71816,-73.95754,restaurant
Vamos Al Tequila,162 Franklin St,11222,mexican,40.73079,-73.95753,restaurant
Bozu,296 Grand St,11211,korean,40.7129,-73.95749,restaurant
Cerveceria Havemeyer,149 Havemeyer St,11211,mexican,40.7116974,-73.9574585,restaurant
Anna Maria Pizza,179 Bedford Ave,11211,pizza,40.71795372,-73.9574499,restaurant
Cent'Anni,742 Franklin Ave,11238,italian,40.67309074,-73.95734922,restaurant
Pearl Indian Food,738 Franklin Ave,11238,indian,40.673183,-73.957329,restaurant
The Four Horsemen,295 Grand St,11211,american,40.71305,-73.95732,restaurant
THEP Thai Restaurant,1439 2nd Ave,10021,japanese,40.77078,-73.95727,restaurant
Little Choc Apothecary,141 Havemeyer St,11211,healthy,40.71192,-73.95721,restaurant
Paulie Gee's Slice Shop,110 Franklin St,11222,pizza,40.72836,-73.9572,restaurant
Barboncino Pizza & Bar,781 Franklin Ave,11238,pizza,40.67206,-73.95717,restaurant
Saba's Pizza - UPPER EAST,1217 Lexington Ave,10128,pizza,40.77711,-73.95716,restaurant
Caffe Buon Gusto,236 E 77th St,10075,italian,40.77249,-73.95713,restaurant
Chavela's,736 Franklin Ave,11238,mexican,40.67347,-73.95711,restaurant
Lotus Vegetarian,2249 Church Ave,11226,healthy,40.650682,-73.957049,restaurant
Sabor A Mexico,233 E 77th St,10021,mexican,40.772556,-73.957035,restaurant
Mable's Smokehouse & Banquet Hall,44 Berry St,11249,american,40.72118902,-73.95700045,restaurant
Xi'an Town,165 Bedford Ave,11211,chinese,40.71841,-73.95694,restaurant
Vinnie's Pizzeria,148 Bedford Ave,11211,pizza,40.718925,-73.956878,restaurant
Pig Heaven,1420 3rd Ave,10028,chinese,40.77544,-73.95686,restaurant
sweetgreen,1321 1st Ave,10021,healthy,40.76712828,-73.95684622,restaurant
Thai @ Lex,1244 Lexington Ave,10028,thai,40.778142,-73.956807,restaurant
The Counting Room,44 Berry St,11211,american,40.72102844,-73.95678964,restaurant
